Symbol,int2,
fkh,18.00,
Tango9,11,
Noa36,12,
Noa36,3,
CG10014,6,
drm,15,
drm,59,
bowl,1,
bowl,1,
bowl,49,
CG10032,35,
CG10032,15,
CG10032,10,
CG10035,2,
CG43773,4,
MBD-R2,9,
RtGEF,79,
RtGEF,3,
RtGEF,50,
RtGEF,8,
RtGEF,1,
RtGEF,4,
RtGEF,24,
GstD1,7,
GstD1,312,
Syt4,12,
CG10051,6,
CG10051,6,
CG10053,33,
MAGE,82,
Sas-4,69,
Sas-4,2,
Sas-4,27,
Sas-4,5,
Sas-4,29,
MFS16,2,
emc,1,
emc,14,
emc,2,
RpL29,10,
CG10073,41,
CG10075,1,
spir,4,
spir,24,
spir,8,
Prat2,3,
Prat2,30,
Egfr,48,
mahj,58,
swm,8,
CG10086,16,
CG10086,21,
CG10086,6,
CG10086,2,
CG10103,10,
CG10103,1,
CG10103,11,
phyl,3,
phyl,33,
phyl,2,
phyl,10,
phyl,2,
L,24,
L,2,
Cpr51A,3,
ple,24,
CG10126,1,
CG10126,4,
tra2,9,
tra2,18,
CG10137,6,
PpD5,3,
CG10139,3,
CG10139,16,
CG10139,36,
CG10139,10,
CG10139,7,
CG10139,101,
robl62A,3,
robl62A,2,
CG10144,6,
Rpn6,1,
CG10151,8,
Trs31,6,
Trs31,1,
CG10154,114,
CG10154,84,
Spred,28,
CG10157,23,
CG10157,34,
CG10158,8,
BEAF-32,6,
BEAF-32,59,
BEAF-32,8,
BEAF-32,3,
ImpL3,32,
eIF-3p66,2,
CG10164,2,
CG10164,41,
CG10164,18,
CG10164,35,
CG10164,2,
Mfap1,5,
Mfap1,25,
Mfap1,7,
Mfap1,14,
Best2,106,
Ntf-2r,6,
Ntf-2r,104,
CG10176,4,
CG10177,1,
Mdr65,1,
Mdr65,3,
CG10189,5,
Mlp84B,4,
Mlp84B,15,
Mlp84B,4,
Mlp84B,5,
Mlp84B,48,
Mlp84B,17,
Mlp84B,21,
CG10195,8,
Nup98-96,3,
CG10205,16,
CG10205,7,
nop5,36,
nop5,25,
NaPi-T,32,
CG10208,173,
CG10209,28,
CG10209,24,
CG10209,23,
CG10209,2,
CG10209,11,
CG10209,4,
CG10209,15,
CG10209,11,
Dmtn,1,
CG10211,5,
CG10214,9,
Ercc1,6,
Ercc1,17,
Ercc1,14,
CG10219,4,
CG10222,6,
CG10222,4,
RanBP3,4,
RanBP3,1,
Kat60,6,
Kat60,1,
Kat60,2,
Kat60,5,
Rpn9,14,
rtp,3,
rtp,21,
CG10237,1,
Mocs2,45,
Cyp6a22,7,
Cyp6a19,21,
Cyp6a9,32,
prt,8,
CG10252,12,
Lap1,20,
CG10257,5,
aPKC,1,
Hakai,32,
Hakai,22,
Hakai,114,
Hakai,3,
Hakai,17,
CG10265,8,
CG10265,7,
CG10265,11,
Zif,37,
Zif,3,
Zif,11,
D19A,3,
D19A,24,
D19B,4,
GATAe,7,
Rm62,19,
Rm62,6,
Rm62,45,
TfIIFalpha,4,
Gasp,2,
how,1,
how,2,
CG10298,5,
CG10301,27,
CG10301,13,
RpS26,8,
RpS26,11,
CG10306,32,
CG10306,3,
CycJ,8,
CG10311,2,
CG10311,6,
eIF2B-delta,8,
eIF2B-delta,165,
NC2alpha,4,
NC2alpha,1,
NC2alpha,39,
NC2alpha,22,
NC2alpha,9,
CG10321,8,
CG10321,31,
CG10321,3,
CG10321,1,
CG10324,15,
CG10324,6,
CG10324,27,
CG10324,14,
CG10324,30,
CG10324,14,
CG10324,29,
CG10324,11,
CG10324,156,
TBPH,29,
TBPH,6,
TBPH,92,
nonA-l,7,
nonA-l,36,
spi,7,
Pbgs,6,
Pbgs,19,
CG10336,1,
CG10339,6,
CG10340,3,
CG10341,9,
CG10344,21,
Grip71,1,
CG10348,32,
CG10353,6,
ref(2)P,3,
ref(2)P,9,
Tep4,2,
msb1l,220,
msb1l,1,
msb1l,25,
msb1l,8,
msb1l,2,
CG10365,52,
CG10365,16,
CG10365,5,
CG10366,3,
CG10366,5,
Jwa,1,
Jwa,17,
Lsd-1,11,
Hrb27C,3,
Hrb27C,30,
mbc,19,
mbc,15,
tos,3,
Ubx,130,
sxc,1,
sxc,1,
sxc,18,
sxc,2,
sxc,2,
sxc,6,
sxc,12,
amos,15,
CG10395,9,
CG10396,2,
CG10396,7,
CG1041,38,
CG1041,18,
CG1041,1,
CG1041,14,
TfIIEalpha,16,
CG10418,15,
CG10418,10,
CG10418,9,
Gem2,47,
Gem2,11,
CG10424,21,
CG10426,21,
CG10440,32,
CG10440,27,
Nf-YB,31,
Catsup,23,
zen,55,
zen,1,
cer,73,
cer,3,
cer,7,
CG10462,19,
CG10465,1,
CG10465,2,
CG10465,22,
CG10466,34,
CG10466,2,
CG10469,28,
CG10470,2,
CG10472,12,
Jon65Ai,38,
alphaKap4,60,
alphaKap4,16,
alphaKap4,1,
alphaKap4,37,
Rcc1,7,
Rcc1,17,
Rcc1,55,
CG10483,4,
Rpn3,5,
Rpn3,46,
CG10486,1,
eyg,6,
eyg,2,
Pole2,8,
Pole2,18,
CG10494,3,
CG10494,4,
Sdc,7,
Aats-gln,4,
CG10508,11,
CG10508,14,
CG10510,1,
CG10510,5,
CG10513,1,
CG10513,4,
CG10513,22,
CG10514,110,
tub,4,
tub,26,
sti,13,
park,73,
Pkcdelta,26,
Pkcdelta,8,
CG10527,97,
CG10527,66,
CG10527,24,
CG10527,1,
fs(2)ltoPP43,7,
fs(2)ltoPP43,3,
Cht9,43,
Cht9,15,
Elp1,7,
cpa,3,
cpa,6,
cpa,6,
CG10550,5,
CG10550,2,
CG10559,1,
CG10559,34,
CG10559,21,
CG10559,199,
CG10559,1,
CG10565,16,
CG10565,28,
CG10566,3,
CG10570,4,
CG10570,23,
ko,3,
I-2,4,
CG10576,21,
DnaJ-1,38,
DnaJ-1,40,
Sin,2,
Sin,1,
CG10589,15,
CG10590,38,
Acer,2,
spo,15,
bsh,2,
bsh,24,
bsh,20,
bsh,19,
caup,3,
caup,13,
ECSIT,7,
CG10616,27,
tup,41,
tup,14,
tup,6,
tup,11,
tup,39,
CG10621,46,
nst,59,
CG10631,4,
sowah,6,
CG10635,4,
CG10635,5,
Snr1,38,
Snr1,7,
lama,68,
CG10651,17,
hk,27,
CG10654,1,
CG10654,6,
CG10654,2,
CG10654,4,
CG10654,46,
CG10654,3,
CG10654,5,
CG10657,128,
CG10663,20,
CoIV,1,
Prpk,12,
CG10674,4,
Nedd8,5,
CG10681,3,
CG10681,10,
CG10681,4,
rhi,5,
rhi,30,
rhi,1,
rhi,13,
rhi,14,
l(2)37Cg,18,
l(2)37Cg,7,
l(2)37Cg,4,
l(2)37Cg,3,
l(2)37Cg,6,
Pat1,66,
Pat1,41,
Pat1,9,
Pat1,32,
Pu,3,
Lim3,7,
Lim3,3,
Lim3,4,
Lim3,8,
Lim3,11,
Lim3,125,
Lim3,37,
Lim3,3,
Alh,12,
Moe,47,
GCC88,5,
toe,119,
E2f2,5,
E2f2,2,
CG10710,3,
CG10710,256,
CG10710,29,
Chro,1,
CG10721,12,
CG10721,1,
vls,18,
CG10732,2,
CG10734,2,
Liprin-beta,7,
CG10749,28,
CG10750,36,
CG10750,33,
CG10750,32,
CG10750,5,
robl,22,
CG10752,4,
SmD1,1,
SmD1,62,
CG10754,7,
Taf13,10,
Fip1,37,
ng1,23,
dm,13,
dm,77,
dm,5,
dm,10,
dm,5,
dm,2,
dm,38,
dm,6,
dm,5,
CG10799,9,
Rca1,8,
Rca1,10,
Rca1,27,
Rca1,7,
Rca1,1,
Rca1,3,
Rca1,25,
Rca1,17,
Rca1,8,
Rca1,2,
Rca1,3,
Rca1,3,
Nha1,6,
CG10809,24,
eIF4G,14,
eIF4G,9,
CG10814,2,
CG10822,5,
Cyp28d1,4,
robl22E,7,
robl22E,2,
Cyp4p1,17,
dyn-p25,18,
dyn-p25,3,
dyn-p25,48,
dyn-p25,1,
ntc,17,
ntc,3,
CG10869,27,
Vha26,3,
Vha26,54,
Sec24CD,9,
CG10887,5,
CG10887,30,
CG10889,2,
CG10889,40,
osk,5,
CG10903,10,
CG10909,16,
CG1091,2,
CG1091,9,
CG1091,36,
CG10911,9,
Spn55B,4,
Spn55B,3,
CG10914,4,
CG10914,17,
CG10914,25,
CG10918,77,
CG1092,6,
La,11,
CG10924,2,
CG10924,59,
CG10927,16,
CG10927,66,
Prosalpha5,52,
CG10943,8,
CG10947,9,
CG10948,15,
CG10948,6,
CG10949,6,
CG10949,14,
CG10949,3,
CG10949,1,
CG10949,30,
Arpc2,9,
Rtf1,1,
CG10959,30,
CG10959,4,
CG10959,16,
Traf6,25,
Traf6,61,
Traf6,8,
Corp,1,
Hip1,17,
Hip1,61,
Hip1,134,
Hip1,3,
Hip1,5,
Vap-33B,41,
Vap-33B,41,
Vap-33B,1,
Vap-33B,13,
jagn,16,
CG10979,31,
dgrn,2,
dgrn,1,
dgrn,3,
Grip91,1,
Dap160,3,
Dap160,11,
Dap160,1,
CG10996,36,
FK506-bp2,1,
CG42588,3,
CG42588,5,
Wbp2,1,
Wbp2,1,
Ref1,5,
Ref1,24,
Ref1,4,
Ref1,8,
cl,2,
isopeptidase-T-3,10,
Kdm2,25,
CG1104,27,
Efhc1.2,10,
Nplp2,2,
CG11052,15,
Hsl,2,
Hsl,93,
Hsl,1,
GM130,4,
GM130,10,
GM130,3,
GM130,111,
Rfabg,18,
CG11076,5,
CG34424,11,
PlexA,95,
PlexA,1,
Gadd45,33,
Nup93-1,52,
dsx,3,
dsx,5,
dsx,2,
pwn,4,
Mink,8,
so,53,
so,7,
so,9,
so,2,
so,4,
sPLA2,12,
CG11125,2,
CG11125,15,
CG11127,3,
slif,9,
DMAP1,10,
DMAP1,139,
CG11134,9,
CG11134,14,
CG11134,83,
p47,1,
Aldh-III,10,
obst-E,25,
obst-E,10,
mGluR,20,
Vps37B,1,
Vps37B,13,
Vps37B,1,
Vps37B,175,
CG11151,1,
mus101,8,
CG11159,33,
CG1116,11,
ZnT41F,3,
ZnT41F,30,
ZnT41F,1,
ZnT41F,14,
ZnT41F,1,
ZnT41F,28,
ZnT41F,1,
CG11164,1,
CG11165,1,
Eaf,10,
Eaf,5,
NFAT,22,
Snap29,2,
Snap29,19,
Snap29,155,
Tango2,1,
Tango2,2,
Tango2,10,
CG11180,44,
cup,10,
cup,12,
PHDP,45,
PHDP,10,
PHDP,2,
PHDP,3,
PHDP,14,
Dcp1,3,
Upf3,11,
Aatf,1,
Aatf,6,
Aatf,8,
CG11190,5,
Hey,5,
Hey,79,
IntS10,15,
IntS10,1,
IntS10,3,
CG11200,11,
CG11200,10,
TTLL3B,2,
org-1,13,
phr,31,
feo,11,
CG11208,9,
Ptr,5,
Cp38,16,
Cp38,14,
Cp38,24,
Cp38,12,
Obp56d,31,
hpo,9,
hpo,2,
hpo,9,
CG1124,6,
CG11247,1,
CG11247,3,
CG11247,9,
CG11248,12,
CG11249,15,
Zmynd10,1,
mael,1,
mael,1,
AdenoK,36,
AdenoK,2,
CG1126,3,
Trf4-1,3,
CG11266,18,
CG11266,5,
CG11266,10,
CG11266,11,
CG11266,1,
CG11266,8,
CG11266,5,
CG11266,10,
CG11267,102,
ste14,1,
ste14,36,
CG11269,5,
SRm160,2,
SRm160,2,
SRm160,5,
CG11275,4,
CG11275,1,
CG11275,5,
CG11275,1,
CG11275,55,
CG11275,17,
alpha-Est9,2,
caps,4,
CG11284,14,
CG11286,1,
CG1129,11,
CG1129,28,
Sesn,2,
Sesn,79,
Sesn,4,
Sesn,24,
Sesn,1,
CG11300,15,
Mes4,3,
Mes4,1,
Mes4,8,
Sirt7,17,
sa,19,
sa,1,
sa,2,
insc,1,
fd64A,8,
fd64A,2,
fd64A,1,
fd64A,31,
CG11320,20,
CG11322,13,
homer,31,
homer,10,
homer,1,
homer,2,
homer,37,
homer,11,
homer,5,
homer,9,
Tsp,29,
Tsp,10,
Tsp,13,
Tsp,3,
CG11327,5,
CG11337,1,
Mul1,5,
CG11340,3,
CG11345,14,
CG11345,1,
DOR,42,
DOR,4,
DOR,39,
CG11349,10,
Rcd5,9,
Rcd5,4,
Rcd5,1,
Rcd5,11,
CG11350,2,
CG11350,1,
Lim1,2,
Lim1,7,
Lim1,3,
CG11362,30,
CG1137,23,
CG11379,2,
CG1138,1,
CG11380,3,
CG11380,8,
CG11380,6,
CG11381,10,
CG11381,4,
CG11382,22,
ct,7,
PebIII,2,
PebIII,7,
CG11404,1,
Atf3,1,
CG11407,2,
CG11409,2,
CG11409,3,
CG11409,5,
CG11412,28,
CG11412,9,
CG11417,1,
APC10,2,
APC10,5,
CG1142,2,
rb,1,
rb,6,
CG11438,4,
CG11448,4,
CG11448,47,
CG11448,6,
CG11448,5,
CG11448,52,
CG11449,3,
Spc105R,17,
CG11454,1,
CG11454,7,
CG11454,12,
CG11455,1,
CG11456,4,
CG11456,19,
CG11456,8,
CG11474,69,
CG11486,1,
CG11486,2,
CG11486,85,
CG11486,10,
CG11486,12,
CG11486,4,
srpk79D,26,
srpk79D,5,
srpk79D,5,
Tbc1d15-17,1,
Tbc1d15-17,2,
br,8,
BtbVII,21,
rasp,34,
CG11498,53,
Osi6,6,
GstD4,23,
GstD4,2,
CG11523,7,
CG11523,5,
CycG,3,
CycG,8,
CG11526,4,
CG11526,9,
Tig,32,
Tig,7,
CG11534,2,
CG11534,1,
kermit,4,
kermit,6,
kermit,3,
kermit,4,
kermit,3,
kermit,1,
kermit,2,
kermit,2,
kermit,26,
CG11560,28,
CG11560,24,
smo,4,
CG11570,17,
CG11576,2,
CG11577,3,
arm,4,
arm,13,
arm,16,
CG11581,1,
CG11581,2,
CG11581,3,
VhaM9.7-c,7,
Dpy-30L2,12,
Dpy-30L2,3,
Dpy-30L2,1,
Dpy-30L2,8,
Dpy-30L2,22,
CG11594,2,
CG11596,2,
CG11601,1,
mbm,8,
mbm,1,
Rpp30,1,
H2.0,12,
Rlip,3,
Rlip,35,
Rlip,1,
Rlip,2,
Rlip,4,
Rlip,26,
Rlip,5,
Rlip,1,
Ubi-p63E,1,
Ubi-p63E,7,
step,32,
RpII18,19,
CG11635,28,
CG11635,8,
CG11638,1,
CG11638,41,
CG11638,22,
TfIIA-S-2,1,
Abd-B,30,
CG11652,9,
CG11652,132,
Ahcy13,1,
Ahcy13,13,
CG11656,74,
CG11656,42,
Arp6,1,
7B2,10,
mle,2,
mle,1,
CG11695,9,
CG11696,42,
CG11696,2,
CG11696,2,
CG11698,1,
CG11698,12,
CG11710,4,
Mob2,3,
Mob2,9,
CG45263,1,
CG11722,3,
CG11722,2,
CG11722,15,
CG11723,22,
Evi5,1,
l(1)G0004,1,
Pa1,10,
CG11753,15,
CG11755,4,
CG11756,1,
CG11756,26,
trsn,7,
trsn,25,
trsn,8,
trsn,14,
trsn,1,
trsn,33,
trsn,3,
trsn,10,
trsn,2,
trsn,14,
RanBPM,6,
RanBPM,1,
RanBPM,2,
RanBPM,8,
lin,5,
CG11786,1,
CG11790,7,
CG11790,5,
CG11791,12,
CG11796,3,
chn,25,
fd68A,1,
fd68A,17,
fd68A,8,
fd68A,16,
fd68A,1,
CG11802,23,
CG11802,37,
CG11802,5,
CG11808,5,
CG11808,1,
CG11811,1,
mv,8,
mv,19,
Ssl2,1,
Ssl2,1,
CG11835,5,
CG11835,4,
vig2,5,
dan,2,
CG11852,5,
Nup358,24,
CG11865,65,
CG43143,45,
CG43143,1,
CG43143,25,
CG11873,49,
CG11876,10,
CG11876,1,
CG11876,85,
CG11876,41,
CG11876,202,
CG11876,11,
CG11878,1,
dgt6,13,
dgt6,11,
dgt6,5,
dgt6,1,
CG11882,1,
CG11882,1,
CG11882,2,
CG11882,4,
CG11882,20,
CG11883,2,
CG11883,32,
CG11885,10,
Elp2,20,
Rpn2,7,
Rpn2,2,
CG11892,12,
CG11892,8,
CG11893,6,
m-cup,1,
m-cup,4,
m-cup,4,
m-cup,5,
m-cup,5,
m-cup,27,
CG11897,2,
CG11899,1,
CG11899,1,
Ef1gamma,4,
CG11905,4,
CG11905,1,
CG11905,1,
CG11906,4,
Ent1,4,
CG11920,1,
CG11920,89,
skpC,13,
skpC,3,
cora,28,
skap,13,
CG11964,1,
CG11964,3,
RagA-B,10,
RagA-B,20,
CG11970,1,
Prosbeta3,11,
Prosbeta3,8,
CG11984,1,
CG11985,74,
neur,3,
neur,8,
vnc,25,
vnc,11,
vnc,4,
CG11999,27,
spartin,34,
spartin,38,
Pxn,14,
Pxn,3,
CG12007,11,
CG12010,4,
CG12016,1,
CG12016,1,
CG12017,1,
Cdc37,7,
CG12020,1,
CG12020,2,
GV1,1,
Gale,10,
Gale,14,
CG12034,22,
CG12034,2,
Cpr100A,17,
Cpr100A,6,
Cpr100A,15,
Cpr100A,17,
Cpr100A,82,
Cpr100A,36,
Cpr100A,13,
Act42A,4,
lola,5,
lola,1,
lola,21,
lola,73,
CG12054,12,
Pka-C2,19,
CG12081,1,
CG12081,3,
CG12081,7,
pUf68,3,
pUf68,4,
pUf68,9,
pUf68,10,
Pdk1,4,
Pdk1,1,
Pdk1,2,
CG12106,44,
CG12107,28,
CG12107,5,
Ppt1,7,
spn-F,33,
spn-F,28,
spn-F,19,
spn-F,1,
spn-F,31,
spn-F,9,
spn-F,44,
CG12115,7,
CG12116,9,
CG12116,2,
CG12116,38,
CG12116,31,
CG12116,18,
CG12116,17,
p130CAS,11,
p130CAS,7,
p130CAS,5,
mxc,3,
CG12129,9,
CG1213,10,
c11.1,2,
Etf-QO,9,
Tsp42Ej,1,
CG12155,10,
CG12159,1,
mri,14,
mri,49,
mri,4,
mri,4,
mri,1,
mri,27,
Prosbeta2R2,11,
CG12162,74,
CG12171,4,
CG12171,2,
CG12171,26,
CG12173,17,
Nhe1,6,
CG12179,1,
CG1218,1,
CG12182,6,
CG12182,4,
Or22a,1,
Or22a,2,
CG12194,1,
CG12200,5,
CG12200,12,
Nat1,5,
mei-P26,3,
skpF,3,
skpF,2,
skpF,38,
skpF,10,
CG12229,22,
Arp10,1,
mRpS22,17,
CG12262,11,
CG12268,11,
angel,1,
Aos1,2,
CG12289,4,
CG12289,1,
CG12289,2,
Fadd,1,
Fadd,21,
Fadd,4,
sub,32,
sub,24,
CG12301,10,
CG12304,1,
CG12304,1,
CG12304,2,
polo,10,
CG1231,62,
CG12321,95,
Prosbeta5,3,
Prosbeta5,19,
CG12333,1,
Atg8b,22,
cag,1,
Cbp20,8,
CG12362,23,
CG12362,1,
CG12362,25,
Dlc90F,9,
Dlc90F,3,
Dlc90F,33,
Dlc90F,1,
Dlc90F,15,
Dlc90F,1,
Dlc90F,5,
Dlc90F,50,
O-fut1,1,
O-fut1,3,
Lac,1,
CG12374,85,
CG43330,3,
CG43330,88,
CG43330,20,
CG43330,75,
CG12379,2,
CG12379,2,
CG12379,1,
CG12379,2,
zetaTry,3,
zetaTry,6,
Fpps,14,
Fpps,3,
Fpps,5,
CG12391,22,
CG12393,1,
Nnp-1,1,
Mad,1,
Mad,19,
CG12404,18,
CG12404,2,
TpnC4,20,
Hsp83,38,
CG12426,41,
CG12428,10,
CG12428,3,
CG43658,9,
CG43658,30,
CG43996,32,
raw,21,
raw,2,
CG12448,1,
Pka-R1,2,
CG1246,19,
CG12470,5,
CG12470,3,
CG12470,5,
CG12470,11,
CG12470,11,
CG12470,18,
CG12470,3,
CG12470,4,
CG12470,2,
CG12470,1,
CG12470,4,
CG12470,28,
CG12470,17,
CG12470,2,
CG12470,23,
CG12470,16,
CG12470,2,
CG12470,2,
CG12470,12,
CG12470,1,
CG12470,6,
CG12470,5,
CG12470,11,
CG12470,14,
CG12470,1,
CG12470,9,
CG12470,14,
CG12470,1,
CG12470,1,
CG12470,2,
CG12470,1,
CG12470,2,
CG12470,93,
CG12470,11,
CG12470,25,
CG12477,23,
bru-3,4,
SmD2,23,
SmD2,1,
SmD2,9,
CG12491,41,
CG12491,42,
CG34355,6,
CG12496,13,
CG12498,11,
Sec23,27,
Or56a,32,
Arc1,30,
CG12506,3,
CG12511,56,
CG12517,2,
CG12521,7,
Zw,1,
AP-1-2beta,23,
AP-1-2beta,11,
AP-1-2beta,4,
AP-1-2beta,2,
CG12540,67,
nompB,7,
rl,10,
rl,1,
rl,23,
CG12560,5,
CG12567,9,
CG12576,3,
CG12576,22,
CG12576,1,
CG12576,15,
pav,3,
CG12581,36,
CG12581,3,
CG12581,1,
CG12589,2,
CG12589,1,
Cpr64Ad,6,
Cpr64Ad,5,
Cpr64Ad,2,
Cpr64Ad,3,
Cpr64Ad,21,
Cpr64Ad,18,
Cpr64Ad,7,
Cpr64Ad,5,
Cpr64Ad,24,
CG12607,2,
CG12607,21,
CG12608,34,
CG12609,25,
CG12609,3,
CG12609,4,
CG12620,27,
CG12620,3,
CG12620,1,
CG12620,7,
CG12620,63,
CG12620,9,
CG12620,9,
fd3F,6,
btd,1,
CG34331,5,
CG12659,8,
CG12661,14,
CG12661,71,
fend,46,
CG12672,5,
CG12672,8,
ed,7,
ed,4,
CG12679,54,
CG12682,7,
CG12692,4,
Pmp70,3,
CG12708,45,
CG12708,4,
CG12708,2,
CG1271,16,
CG12721,3,
CG12721,19,
CG12721,8,
CG12723,15,
CG12723,39,
CG12723,1,
CG12723,16,
CG12725,21,
CG34324,1,
CG34324,1,
CG12736,3,
Jafrac2,1,
Jafrac2,4,
RpL28,2,
Hrb87F,2,
Hrb87F,9,
CG12766,17,
CG12766,1,
CG12766,6,
CG12766,16,
CG12766,41,
CG12766,20,
CG12766,49,
Dip3,7,
Dip3,115,
Dip3,5,
Dip3,11,
Dip3,17,
CG12782,7,
CG12784,36,
hoe1,6,
hoe1,3,
lcs,28,
CG12796,3,
Ciao1,1,
Ubc84D,4,
Ubc84D,2,
Ubc84D,1,
Ubc84D,1,
CG12811,21,
Fancl,1,
Fancl,33,
Fancl,67,
CG12817,31,
CG12818,1,
CG12824,3,
esn,1,
esn,50,
esn,2,
esn,9,
Tsp42El,5,
Tsp42Ek,13,
CG12849,2,
CG12849,11,
CG12849,36,
CG12857,8,
CG12857,42,
CG12857,13,
CG12863,2,
CG12863,1,
CG12863,37,
ALiX,6,
ALiX,2,
ALiX,3,
CG12877,6,
CG12877,3,
CG12877,17,
CG12877,24,
CG12895,75,
CG12907,33,
CG12907,5,
Ndg,47,
sel,7,
egr,35,
mRpL42,1,
brp,6,
CG12934,4,
CG12934,8,
CG12935,32,
mms4,5,
CG12942,3,
mRpL41,5,
mRpL41,45,
CG12963,12,
CG12975,18,
CG12984,50,
CG12985,2,
CG12985,10,
CG12985,42,
CG12985,60,
CG12985,4,
CG12985,8,
CG12985,1,
CG12985,8,
CG12992,31,
CG12992,22,
CG12994,5,
CG12995,55,
CG13001,21,
CG13004,5,
CG13005,17,
CG13005,12,
CG13022,1,
CG13022,42,
CG13022,5,
CG13023,57,
CG13023,1,
sinah,28,
sinah,38,
sinah,6,
sinah,7,
sinah,2,
sinah,3,
sinah,1,
sinah,12,
sinah,44,
sinah,1,
sinah,24,
sinah,32,
sinah,19,
sinah,2,
sinah,213,
sinah,21,
sinah,5,
CG13031,14,
CG13031,8,
CG13032,1,
CG13032,154,
CG13032,3,
CG13032,103,
CG13032,2,
CG13032,123,
CG13042,2,
CG13047,3,
CG13050,82,
CG13050,43,
CG13054,7,
CG13066,1,
CG13067,13,
CG1307,12,
CG1307,26,
CG1307,13,
CG13070,30,
PDCD-5,44,
CG13073,15,
CG13074,3,
CG13074,12,
CG13075,10,
CG13077,3,
CG13083,22,
CG13083,15,
CG13083,1,
CG13083,18,
CG13083,4,
CG13083,5,
CG13083,16,
CG13084,1,
CG13084,115,
CG13085,41,
CG13085,3,
CG13090,41,
CG13097,1,
mRpL51,10,
CG13113,1,
CG13114,17,
CG13124,4,
CG13124,73,
TbCMF46,27,
TbCMF46,23,
CG13131,37,
CG13131,89,
CG13131,4,
CG13138,1,
lft,12,
lft,2,
lft,17,
dpr19,12,
CG13144,5,
CG13144,6,
CG13148,93,
CG1315,2,
CG13151,3,
CG13155,12,
CG13157,39,
CG13157,16,
Or49a,4,
CG13159,1,
CG1316,1,
SIP2,4,
SIP2,3,
Vha36-2,11,
CG13185,1,
CG13186,33,
CG13186,27,
CG1319,32,
cuff,30,
CG13192,5,
CG13196,5,
CG13197,9,
CG13204,17,
CG13204,32,
CG42336,6,
CG42336,7,
Cpr47Ef,17,
zfh1,6,
Cpr47Ee,1,
CG13223,33,
CG13227,30,
CG13227,3,
CG13227,12,
CG1324,4,
CG13245,2,
CG13245,36,
LSm7,152,
LSm7,26,
LSm7,3,
Cyt-b5-r,34,
Cas,11,
CG13293,15,
CG13293,2,
CG13295,4,
CG13298,5,
CG13299,4,
CG13300,126,
Ccp84Af,2,
CG13310,2,
CG43367,100,
Sans,28,
CG13321,55,
CG13321,15,
CG13321,18,
CG13322,9.00,
CG13322,5,
CG13322,41,
CG13332,3,
CG42807,3,
CG42807,7,
CG13337,3,
CG13337,5,
CG13339,2,
S-Lap7,2,
Uba3,28,
Uba3,14,
Uba3,2,
CG13344,33,
CG13344,19,
Aats-phe,11,
Rpn13,3,
Rpn13,31,
CG13362,9,
CG13362,8,
CG13366,5,
Sgf11,3,
CG13384,29,
emb,120,
CG1339,1,
CG42820,1,
CG13407,17,
CG13407,6,
CG13407,10,
CG13407,2,
CG13407,8,
CG13407,2,
CG13407,63,
mRpL35,3,
Cby,1,
bl,29,
qsm,8,
Nnf1a,41,
Nnf1a,16,
Nnf1a,63,
Nnf1a,2,
CG1344,44,
CG13454,42,
CG13458,13,
CG13458,4,
Atg17,7,
CG13474,10,
CG13474,16,
CG13474,8,
HGTX,167,
CG13476,16,
CG13476,7,
CG13476,2,
CG13476,2,
CG13476,287,
CG13476,6,
CG13476,3,
CG13476,2,
CG13476,2,
CG13476,6,
CG13476,31,
CG13477,15,
CG13488,16,
CG13494,38,
CG13501,79,
CG13502,2,
CG13502,59,
CG13502,3,
Vrp1,81,
Vrp1,1,
CG34205,58,
CG34205,20,
CG13510,73,
CG13510,2,
CG13511,12,
CG13511,4,
CG13511,76,
CG42565,2,
Obp58c,8,
asrij,10,
asrij,32,
asrij,3,
CG13541,13,
CG13541,10,
CG13544,16,
yip3,4,
CG13551,104,
CG13551,7,
Not11,3,
Not11,9,
spag,19,
spag,14,
spag,3,
Crtp,1,
CG13581,4,
CG13587,10,
CG42360,19,
sba,18,
CG13599,14,
CG13604,17,
CG13609,9,
CG13609,5,
Anp,24,
CG13617,1,
CG13622,2,
CG13624,2,
CG13625,1,
CG13627,106,
Rpb10,19,
blow,14,
CG13631,8,
CG42331,21,
sosie,19,
sosie,22,
Nmnat,1,
danr,18,
danr,39,
danr,13,
CG13659,9,
CG13667,20,
CG13678,6,
CG1368,6,
CG1368,77,
CG1368,67,
Ipk2,1,
Ipk2,38,
Ipk2,8,
CG13689,21,
CG13699,25,
CG13700,6,
skl,2,
CG13705,52,
CG13707,66,
CG13708,23,
yl,18,
CG13720,6,
Or74a,2,
CG13733,8,
CG13733,33,
CG13733,10,
CG13737,9,
tsh,1,
CG13747,7,
CG43322,20,
Sem1,8,
Sem1,4,
Sem1,5,
tll,29,
tll,44,
Gr28b,5,
MsR2,27,
CG13813,28,
CG13830,6,
CG13838,28,
CG13838,28,
CG13838,13,
CG13843,9,
CG13843,2,
CG13843,33,
mats,4,
mats,91,
CG13857,9,
CG13857,14,
CG13857,5,
CG13862,3,
MED8,12,
MED8,15,
CG13871,3,
CG42553,5,
CG13887,15,
CG13889,32,
CG13889,1,
CG13889,2,
tor,41,
CG13890,7,
nerfin-1,14,
nerfin-1,1,
sol,32,
sol,6,
sol,37,
sol,9,
sol,15,
mwh,1,
mwh,31,
mwh,5,
mRpL46,22,
metl,47,
Cpr62Bb,14,
CG13936,2,
