Symbol,int2,
CG3842,2,
CG3847,42,
trr,2,
sug,3,
Marf,62,
frc,3,
frc,4,
Mdr49,2,
Sec3,48,
ph-d,12,
blot,2,
CG3909,6,
Bet3,17,
Bet3,5,
CG3918,1,
CG3918,39,
CG3918,15,
CG3918,51,
CG3919,13,
CG3919,9,
Chi,22,
Chi,4,
Chi,42,
Chi,28,
CG3925,1,
al,6,
CycE,36,
CG3939,22,
CG3939,1,
pita,28,
hoip,13,
sna,25,
pelo,13,
Keap1,4,
Keap1,2,
Pol32,1,
Ctr1A,19,
Cep97,2,
Syn,11,
Syn,36,
gammaSnap1,9,
gammaSnap1,24,
ade5,4,
CG3995,24,
CG3995,11,
CG3995,22,
CG3995,2,
pont,15,
yki,48,
Act5C,11,
CG14464,24,
CG17486,5,
CG13865,4,
eIF-4E,48,
CG4036,10,
CG4038,20,
CG4045,2,
tamo,108,
TwdlW,125,
TwdlW,6,
Aats-val,4,
CG4066,12,
Vps20,7,
CG4073,22,
Nufip,4,
Taf11,22,
Mcm5,30,
RpLP1,3,
RpLP1,117,
RpLP1,1,
l(1)G0255,2,
CG4095,31,
CG4095,4,
Prosbeta6,3,
Sr-CI,3,
l(2)35Bc,11,
CG4116,49,
CG4116,18,
CG4116,6,
CG4116,4,
svr,38,
nAChRalpha6,5,
l(2)35Be,1,
wek,1,
wek,4,
CG4151,7,
Rpn12,24,
Rpn12,3,
lace,3,
lace,20,
Hsp67Ba,138,
ספט-02,5.00,
dhd,13,
CG4194,4,
EloB,3,
CG4213,1,
term,2,
elB,3,
Hmt-1,18,
Caf1,58,
tsr,69,
elav,59,
elav,2,
elav,5,
Hsc70-4,2,
Hsc70-4,33,
CG4270,31,
Axud1,1,
aru,7,
aru,7,
aru,39,
CG4278,55,
CG4286,10,
CG4286,23,
CG4288,9,
Pex14,9,
Pex14,29,
Pex14,45,
CG4300,4,
CG4302,11,
CG4306,1,
Dic2,1,
mRpS17,7,
mRpS17,3,
MFS10,10,
CG4332,2,
Zip88E,5,
CG4335,5,
CG4335,1,
UGP,1,
Fer3HCH,9,
CG4360,1,
CG4365,6,
CG4367,2,
S,3,
Traf-like,3,
CG4398,9,
ATPsyn-Cf6,46,
CG4415,1,
Gdi,1,
GstD6,14,
crl,1,
crl,7,
pgant3,6,
CG4447,6,
Hs6st,1,
Idgf2,14,
CG4483,105,
Slc45-1,1,
Slc45-1,4,
Slc45-1,8,
Wee1,7,
smt3,9,
l(2)efl,28,
CG4537,2,
CG4546,10,
CG4563,4,
fzo,12,
CR4575,1,
Inx2,1,
CG4603,61,
CG4610,7,
CG4611,8,
CG4617,12,
CG4617,4,
CG4617,3,
CG4617,6,
CG4617,11,
CG4617,14,
YL-1,82,
CG4622,9,
CG4623,4,
CG4623,1,
CG4623,11,
Fsn,1,
CG4646,3,
RpL13,1,
Dp,70,
Srp54k,12,
CG4661,3,
Npl4,16,
Ndae1,17,
her,18,
Mp20,4,
CSN1a,10,
Sema-2a,35,
CG4704,37,
CG4712,4,
kni,5,
kni,4,
CG4729,2,
CG4730,1,
CG4730,216,
CG4730,2,
mRpL22,1,
CG4747,18,
Sap30,1,
bol,1,
knrl,7,
Vps29,4,
Vps29,39,
Tektin-A,9,
Tektin-A,3,
vret,17,
obst-B,4,
hgo,3,
IntS14,80,
l(2)k01209,2,
l(2)k01209,13,
CG4810,2,
CG4810,1,
CG4813,1,
CG4813,27,
qkr54B,15,
Cpr72Ea,2,
Cpr72Ea,3,
Cpr72Ea,1,
BicC,9,
BicC,20,
cnn,1,
CG4835,4,
beat-Ia,6,
CG4847,14,
CG4848,5,
CG4854,29,
RAF2,56,
RAF2,1,
RAF2,8,
RAF2,2,
CG4896,5,
Tm1,4,
Tm1,25,
Tm1,4,
Syn2,33,
CCAP,11,
me31B,65,
sala,6,
CG4925,1,
CG4936,14,
CG4955,3,
CG34168,31,
CG34168,1,
CG4960,1,
BCAS2,38,
CG4983,7,
CG5001,3,
CG5009,25,
CG5011,14,
Vap-33A,13,
CG5024,2,
CG5026,6,
CG5026,4,
CG5027,1,
CG5027,1,
SamDC,11,
CG5043,34,
mTerf3,58,
CG5050,41,
CG5050,10,
RASSF8,39,
RASSF8,6,
RASSF8,5,
RASSF8,10,
RASSF8,6,
CG5062,5,
Srp68,41,
Srp68,6,
Srp68,1,
Srp68,24,
CG5070,11,
Cdk4,3,
CG5078,5,
CG5078,8,
CG5078,15,
CG5087,6,
CG5087,13,
Sgt,7,
Sgt,9,
Sgt,2,
Sgt,62,
CG5096,25,
da,30,
da,2,
CG5103,3,
CG5107,8,
CG5110,17,
CG5111,2,
CG5111,3,
pAbp,14,
pAbp,25,
pAbp,28,
MED28,14,
MED28,1,
W,6,
MED9,1,
MED9,14,
nopo,6,
nopo,4,
CG5144,4,
l(3)psg2,5,
CG5151,11,
CG5151,33,
CG5160,10,
TfIIA-S,1,
GstE1,9,
GstE1,42,
GckIII,15,
CG5174,6,
Act88F,4,
Cdk9,107,
Doc2,12,
CG5190,62,
TfIIB,22,
CG5194,9,
CHIP,2,
CHIP,14,
CHIP,10,
CHIP,2,
Pli,4,
Pli,9,
Pli,2,
Zn72D,2,
Zn72D,11,
Sir2,18,
CG5220,123,
CG5246,3,
NHP2,1,
CG5261,40,
CG5273,4,
CG5278,1,
CG5280,1,
Rpt2,8,
RfC3,4,
AdipoR,8,
AdipoR,19,
Pex19,6,
Pex19,108,
trus,2,
trus,1,
CG5334,2,
CG5337,1,
RpS19b,14,
SmB,13,
SmB,1,
pie,5,
CG5355,17,
Art4,1,
mi,61,
ItgalphaPS5,19,
CG5375,4,
CG5376,13,
CG5376,7,
CG5376,7,
CG5376,40,
Rpn7,3,
Rpn7,1,
CG5380,2,
CG5382,2,
CG5390,7,
apt,18,
apt,132,
nmd,19,
Miro,53,
Miro,1,
CREG,15,
CG5418,11,
Rox8,46,
Klc,2,
Klc,30,
Klc,36,
Klc,6,
CG5445,18,
Cdlc2,1,
Cdlc2,26,
dnk,20,
snRNP-U1-C,9,
H,9,
CG5478,13,
CG5484,20,
Ubp64E,22,
Tsp74F,2,
Cpr92F,45,
mino,3,
CG5527,28,
CG5537,7,
Oli,40,
Oli,15,
MED19,4,
Pect,27,
Pect,35,
CG5555,23,
CG5555,6,
CG5569,102,
ken,18,
Ote,60,
Sce,6,
Sce,5,
CG5599,32,
eRF1,11,
CG5611,2,
CG5613,9,
CG5618,5,
Vps35,5,
nos,6,
nos,27,
wdb,9,
wdb,19,
wdb,2,
wdb,2,
CG5645,4,
Pp1-87B,229,
Pp1-87B,4,
Pp1-87B,31,
Pp1-87B,38,
yps,1,
CG5662,35,
CG5662,27,
Atpalpha,3,
CG5674,11,
bsk,9,
CG5681,29,
raps,29,
raps,3,
CG5694,58,
RhoBTB,7,
RhoBTB,2,
CG5705,3,
ari-2,8,
Arr1,5,
Arr1,3,
yellow-g,2,
yellow-g,7,
yellow-g,105,
Nab2,7,
CG5724,1,
CG5726,12,
Gld2,53,
CG5734,10,
orb2,1,
dmrt93B,13,
lolal,3,
CG5742,15,
Frq1,65,
Frq1,35,
CG5745,6,
CG5757,3,
rtet,10,
CG5762,17,
CG5780,23,
CG5793,5,
meigo,6,
CG5807,8,
CG5807,1,
CG5808,38,
His3.3A,2,
RpL37A,87,
CG5828,7,
P5cr-2,24,
cact,3,
cact,10,
cact,5,
CG5854,5,
IntS8,9,
AP-1sigma,6,
CG5890,6,
CG5890,149,
CG5890,6,
Frq2,3,
RpS2,2,
RpS2,23,
Her,44,
Ime4,18,
Ime4,117,
Ime4,3,
CG5941,8,
CG5953,4,
woc,55,
Arpc4,34,
Arpc4,7,
Nelf-E,3,
P5cr,24,
Hip14,10,
Arl1,13,
barc,2,
Ald,20,
CG6066,20,
RpL34a,66,
E(spl)m5-HLH,38,
E(spl)m5-HLH,4,
E(spl)m5-HLH,25,
E(spl)m4-BFM,5,
CG6118,6,
CG6126,150,
CG6126,7,
spz,5,
RpL9,87,
Pep,4,
CG34404,8,
CG34404,4,
Sec10,15,
CHORD,5,
Fmr1,11,
Fmr1,2,
por,29,
LM408,1,
Vha13,12,
cav,5,
CG6220,4,
Ufd1-like,1,
Csl4,36,
Nup62,3,
CG6254,20,
CG6276,21,
Edc3,76,
CG6325,14,
CG6329,1,
CG6357,31,
CG6357,71,
BM-40-SPARC,2,
Elf,2,
ball,52,
Snp,4,
Snp,2,
GalNAc-T2,3,
Snx16,43,
CG6412,2,
CG6418,3,
CG6429,3,
CG6429,23,
CG6439,1,
Dpy-30L1,3,
Sema-1b,45,
P32,32,
eIF-2gamma,31,
eIF-2gamma,1,
FRG1,2,
CG6506,2,
CG6506,26,
endos,55,
Cp18,2,
mthl3,15,
mthl3,26,
Cp16,31,
Gem3,5,
Mst33A,3,
Mst33A,79,
CG6567,19,
CG6569,49,
Aac11,29,
Pp1alpha-96A,53,
CG6607,40,
CG6607,3,
CG6610,27,
CG6617,10,
ssp6,6,
alphaSnap,2,
CG6659,13,
CG6674,44,
CG6683,22,
CG6686,6,
CG6688,7,
GABA-B-R2,69,
CG6707,29,
Osbp,11,
CG6709,6,
mgr,41,
CG6745,9,
nbs,72,
SH3PX1,25,
CG6767,21,
Slob,11,
Sec13,4,
se,14,
l(3)j2D3,17,
l(3)j2D3,41,
Mf,86,
Mf,2,
mbo,3,
ovo,5,
Rpb11,5,
Vps4,26,
CG6843,11,
CG6843,3,
nAChRalpha2,46,
CTPsyn,2,
CTPsyn,11,
CTPsyn,14,
Dysb,4,
Mst89B,12,
loqs,6,
loqs,15,
CG6891,44,
Ptp4E,4,
GlyS,6,
l(3)neo38,14,
CG6951,20,
CG6972,64,
Snmp1,49,
CG7048,47,
Atg101,98,
CG7054,39,
HHEX,4,
AP-2mu,12,
CG7059,3,
Cpr66Cb,10,
dik,3,
dik,49,
CG7102,2,
DNApol-alpha50,10,
cdc14,22,
CG7139,7,
P5CDh1,83,
CG7148,49,
CG7156,7,
CG7164,1,
Uro,38,
CG7172,11,
wupA,1,
wupA,18,
CG7182,8,
Ssdp,24,
CG7206,8,
htl,1,
CG7231,27,
Rpt4R,28,
CG7265,16,
CG7324,14,
CG7338,2,
CG7352,2,
CG7357,43,
CG7357,7,
CG7357,33,
CG7371,28,
Ubc12,8,
CG7379,9,
CG7379,13,
baf,41,
eg,17,
CG7386,2,
CG7386,2,
CG7387,2,
p38b,52,
p38b,40,
p38b,129,
Trn,13,
Trn,30,
Hn,47,
Hn,2,
ERR,4,
CG7429,1,
AGO2,43,
CG7443,6,
RpLP0,45,
CG7512,6,
CG7518,6,
CG7519,10,
Src64B,25,
CG7546,6,
CG7546,2,
CG7564,7,
hale,17,
Oatp74D,12,
Bub3,38,
CtBP,34,
CtBP,15,
CtBP,6,
Spt5,1,
Nca,2,
veli,98,
CstF-64,3,
Syx6,10,
CG34227,82,
kug,16,
Prp3,14,
Prp3,4,
Prp3,20,
pcs,20,
Rpn1,2,
CG7778,7,
DNaseII,17,
CG7800,5,
CG7806,6,
Grasp65,6,
Grasp65,67.00,
CG7818,13,
CG7834,85,
CG7845,2,
CG7856,10,
CG7856,54,
CG7879,20,
eIF2B-alpha,31,
put,6,
CG7911,60,
fan,95,
CG7927,1,
CG7927,5,
C15,4,
Sry-beta,8,
Sry-beta,4,
RpL32,36,
CG7945,117,
CG7945,31,
CG7946,76,
stck,25,
alphaCOP,8,
CdsA,9,
CG7967,200,
CG7997,7,
CG8004,19,
eIF4E-3,15,
Mtr3,18,
CG8036,12,
HP4,1,
shrb,14,
shrb,16,
row,31,
nudE,39,
CalpB,4,
CG8129,16,
CG8145,2,
Tfb1,32,
CG8159,18,
CG8206,30,
CG8206,1,
CG8219,1,
CG8235,1,
CG8235,1,
Poxn,31,
Spt,7,
CG8248,4,
tun,1,
Dmn,2,
Ef1alpha48D,11,
CG8281,9,
mRpL3,15,
CG8301,14,
Tango7,9,
E(spl)mdelta-HLH,13,
CG8331,20,
E(spl)m3-HLH,44,
CG8349,16,
Drep-1,21,
CG8360,15,
E(spl)m7-HLH,39,
nmdyn-D7,49,
E(spl)m8-HLH,3,
Arf79F,6,
Arf79F,9,
vlc,2,
Prosbeta1,4,
Su(var)205,9,
CG8417,9,
CG8417,37,
CG8417,3,
CG8417,15,
Ibf1,10,
Cam,19,
CG8481,18,
topi,11,
CG8500,9,
Cpr49Ac,27,
CG8508,13,
CG8578,34,
eco,17,
Neos,1,
CG8665,4,
pnut,16,
coil,16,
tsu,3,
Sin3A,17,
Ak6,3,
Sec5,27,
CG8851,109,
CG8861,80,
l(2)05714,22,
Nuf2,6,
CG8924,4,
Arpc3B,11,
rau,8,
PGRP-LE,11,
Fem-1,3,
bab1,12,
bab1,11,
CG9106,1,
CG9106,324,
ade2,7,
Kr-h2,7,
CG9173,20,
Nipsnap,3,
B4,42,
CG9259,7,
ktub,17,
Drep-4,9,
hng1,11,
CG9572,5,
CG9577,2,
Rbp4,17,
CG9674,28,
CG9684,16,
Abi,105,
Skp2,21,
CG9776,4,
fkh,13,
fkh,2,
fkh,1,
fkh,21,
fkh,1,
fkh,7,
fkh,3,
fkh,36,
fkh,11,
fkh,16,
fkh,60,
fkh,52,
fkh,20,
Tango9,3,
Tango9,11,
Noa36,9,
Noa36,14,
Noa36,1,
Noa36,5,
Noa36,15,
Noa36,16,
Noa36,103,
Noa36,62,
CG10014,4,
CG10014,18,
drm,6,
CG10019,12,
bowl,17,
bowl,11,
Fak,32,
Fak,8,
Fak,6,
CG10032,8,
CG10032,30,
CG10032,10,
CG10032,8,
CG10032,8,
CG10032,2,
CG10032,11,
CG10032,99,
CG10032,48,
CG10032,25,
CG10032,1,
CG10032,7,
CG10032,30,
CG10032,2,
CG10032,7,
CG10032,13,
CG10032,16,
CG10032,60,
CG10032,9,
CG10032,27,
CG10032,3,
CG10032,3,
CG10032,15,
CG10032,4,
CG10032,7,
CG10032,28,
CG10032,7,
CG10032,25,
CG10032,48,
CG10032,25,
CG10032,41,
CG10032,6,
CG10032,1,
CG10032,13,
CG10032,41,
CG10032,8,
CG10032,18,
CG10032,6,
CG10032,52,
CG10032,4,
CG10032,190,
CG10032,7,
CG10032,45,
CG10032,12,
CG10032,45,
CG10032,13,
CG10032,3,
CG10032,16,
CG10032,106,
CG10032,2,
for,35,
for,22,
for,3,
for,5,
for,13,
for,25,
for,12,
for,8,
for,6,
otp,5,
vvl,12,
vvl,21,
vvl,46,
RtGEF,16,
RtGEF,2,
RtGEF,4,
RtGEF,13,
RtGEF,11,
RtGEF,13,
RtGEF,3,
RtGEF,3,
RtGEF,6,
RtGEF,22,
RtGEF,17,
RtGEF,66,
RtGEF,20,
RtGEF,30,
RtGEF,2,
RtGEF,66,
RtGEF,1,
RtGEF,78,
RtGEF,38,
RtGEF,8,
GstD1,7,
GstD1,7,
GstD1,9,
GstD1,9,
GstD1,28,
GstD1,38,
CG10053,9,
CG10053,9,
CG10053,4,
CG10055,3,
MAGE,39,
MAGE,72,
Galphai,23,
Galphai,11,
Act57B,3,
Act57B,32,
Act57B,7,
Act57B,8,
Act57B,11,
Act57B,207,
Act57B,9,
Act57B,23,
Act57B,9,
CG10068,13,
CG10068,10,
emc,15,
emc,2,
RpL29,80,
RpL29,6,
RpL29,6,
RpL29,24,
CG10075,5,
CG10075,2,
CG10075,24,
spir,2,
spir,33,
spir,17,
spir,5,
spir,17,
spir,5,
CG10077,49,
Egfr,15,
Egfr,11,
CG10081,48,
Abp1,14,
CG10086,14,
CG10086,19,
Psa,12,
GstD9,8,
CG10092,20,
CG10098,1,
CG10098,11,
CG10103,15,
CG10103,33,
CG10103,36,
CG10103,15,
CG10103,59,
CG10103,7,
CG10103,4,
CG10103,22,
CG10103,26,
CG10103,56,
CG10103,27,
CG10103,189,
CG10104,6,
Tsp42Ee,7,
phyl,3,
phyl,23,
phyl,26,
phyl,144,
phyl,5,
phyl,30,
phyl,10,
phyl,7,
phyl,11,
phyl,33,
phyl,13,
phyl,34,
phyl,25,
phyl,7,
phyl,25,
phyl,12,
phyl,12,
phyl,34,
phyl,13,
phyl,39,
phyl,12,
phyl,10,
phyl,12,
phyl,25,
phyl,4,
phyl,62,
phyl,17,
phyl,92,
Cpr51A,2,
ple,6,
ple,2,
ple,110,
ple,3,
ple,5,
ple,27,
ple,13,
ple,41,
ple,9,
ple,1,
ple,8,
ple,34,
ple,5,
ple,8,
ple,4,
ple,33,
ple,15,
LamC,46,
Men,25,
Men,58,
Men,7,
RpI1,48,
zpg,23,
tra2,14,
tra2,1,
tra2,18,
Sec61beta,30,
CG10132,24,
CG10133,16,
CG10139,2,
CG10139,67,
CG10139,97,
CG10139,26,
CG10139,11,
CG10139,16,
CG10139,22,
mspo,10,
CG10147,18,
CG10147,26,
CG10147,1,
CG10147,50,
CG10147,27,
CG10147,60,
Rpn6,31,
Rpn6,9,
Rpn6,73,
Rpn6,48,
CG10154,22,
CG10154,22,
CG10154,66,
CG10154,2,
CG10154,29,
CG10154,7,
CG10154,15,
CG10154,44,
CG10154,3,
CG10154,2,
CG10154,9,
CG10154,2,
CG10154,92,
CG10154,36,
CG10154,4,
CG10154,27,
CG10154,3,
CG10154,6,
Spred,52,
Spred,12,
Spred,16,
Spred,1,
CG10157,36,
CG10158,35,
CG10158,10,
CG10158,8,
CG10158,9,
CG10158,11,
BEAF-32,40,
BEAF-32,20,
BEAF-32,17,
BEAF-32,3,
BEAF-32,25,
BEAF-32,176,
BEAF-32,3,
BEAF-32,73,
BEAF-32,27,
BEAF-32,50,
ImpL3,19,
ImpL3,2,
ImpL3,7,
eIF-3p66,149,
CG10163,24,
CG10164,22,
CG10164,6,
CG10164,6,
CG10164,3,
CG10164,2,
CG10164,3,
CG10164,2,
CG10164,12,
CG10164,2,
Mfap1,3,
Mfap1,2,
Mfap1,4,
Mfap1,4,
Mfap1,7,
Best2,7,
Best2,8,
Best2,15,
Best2,15,
Best2,5,
CG10175,5,
Mdr65,36,
Mdr65,35,
Mdr65,5,
Mdr65,5,
Mdr65,4,
Mdr65,4,
CG10188,18,
CG10189,18,
Mlp84B,3,
Mlp84B,4,
Mlp84B,94,
Mlp84B,50,
Mlp84B,70,
Mlp84B,2,
Mlp84B,1,
Mlp84B,35,
Mlp84B,10,
Mlp84B,6,
Mlp84B,7,
Mlp84B,2,
Mlp84B,1,
Mlp84B,5,
Mlp84B,5,
Mlp84B,3,
Mlp84B,2,
Mlp84B,15,
Mlp84B,21,
eIF4G2,16,
eIF4G2,12,
eIF4G2,37,
eIF4G2,27,
eIF4G2,27,
eIF4G2,27,
eIF4G2,55,
eIF4G2,2,
eIF4G2,7,
eIF4G2,7,
eIF4G2,43,
eIF4G2,46,
eIF4G2,47,
eIF4G2,45,
eIF4G2,43,
eIF4G2,8,
eIF4G2,8,
eIF4G2,4,
eIF4G2,2,
eIF4G2,2,
eIF4G2,4,
eIF4G2,4,
eIF4G2,25,
eIF4G2,25,
eIF4G2,3,
eIF4G2,3,
eIF4G2,3,
eIF4G2,3,
eIF4G2,2,
eIF4G2,4,
CG10195,4,
Nup98-96,1,
nop5,1,
nop5,19,
nop5,18,
nop5,4,
CG10209,22,
CG10209,3,
CG10209,3,
CG10209,6,
CG10209,5,
CG10209,22,
CG10209,25,
CG10209,8,
CG10209,9,
CG10211,37,
CG10211,6,
SMC2,60,
SMC2,45,
Ercc1,5,
Ercc1,46,
Ercc1,6,
Ercc1,82,
Ercc1,39,
Ercc1,121,
Ercc1,72,
CG10217,13,
CG10219,27,
CG10219,37,
CG10219,11,
CG10219,38,
Kat60,206,
Kat60,11,
Kat60,15,
Kat60,42,
Pde11,87,
Pde11,3,
Pde11,51,
Pde11,10,
Pde11,89,
rtp,12,
rtp,96,
rtp,13,
rtp,45,
LanA,29,
LanA,16,
LanA,11,
CG10237,49,
Cyp6a23,19,
Cyp6a23,34,
Cyp6a19,13,
Cyp6a20,68,
CG10252,127,
CG10252,13,
CG10252,14,
CG10254,62,
CG10254,13,
CG10254,30,
Lap1,4,
Lap1,24,
Lap1,15,
Lap1,33,
aPKC,38,
aPKC,49,
aPKC,30,
aPKC,1,
aPKC,3,
aPKC,40,
aPKC,67,
aPKC,3,
aPKC,32,
aPKC,1,
aPKC,14,
CG10262,4,
Hakai,2,
Hakai,57,
Hakai,23,
Hakai,4,
Hakai,4,
Hakai,10,
Hakai,26,
Hakai,17,
Hakai,20,
Hakai,13,
Hakai,3,
Hakai,6,
Hakai,80,
Hakai,33,
Hakai,10,
Hakai,2,
Hakai,4,
Hakai,4,
Hakai,2,
Hakai,1,
Hakai,1,
Hakai,8,
Hakai,7,
Hakai,48,
Hakai,4,
Hakai,4,
Hakai,101,
Hakai,4,
Hakai,18,
Hakai,16,
Hakai,12,
Hakai,115,
Hakai,57,
Hakai,3,
Hakai,6,
Hakai,27,
Hakai,29,
Hakai,12,
Hakai,1,
Hakai,2,
Hakai,14,
Hakai,3,
Hakai,35,
Hakai,16,
Hakai,11,
Hakai,50,
Hakai,85,
Hakai,60,
Hakai,2,
Hakai,2,
Hakai,2,
Hakai,85,
Hakai,4,
Hakai,12,
Hakai,8,
Hakai,1,
Hakai,69,
Hakai,3,
Hakai,5,
Hakai,16,
Hakai,26,
Hakai,12,
Hakai,26,
Hakai,8,
Hakai,21,
Hakai,15,
Hakai,11,
Hakai,12,
Hakai,119,
CG10265,547,
Zif,84,
Zif,7,
Zif,3,
Zif,14,
Zif,74,
Zif,58,
Zif,19,
Zif,12,
Zif,125,
Zif,5,
D19A,38,
D19A,33,
D19A,20,
D19A,55,
D19A,87,
D19A,14,
D19A,7,
D19A,166,
D19A,10,
D19A,104,
D19A,1,
D19A,128,
D19A,57,
D19A,24,
D19A,129,
D19A,47,
D19A,55,
D19A,43,
D19A,106,
D19A,8,
D19A,18,
D19A,14,
D19A,71,
D19A,21,
D19B,19,
D19B,124,
CG10274,18,
CG10274,60,
CG10274,15,
CG10274,103,
CG10274,19,
CG10274,24,
CG10274,89,
CG10274,69,
CG10274,53,
godzilla,200,
Rm62,27,
Rm62,2,
Rm62,13,
Rm62,17,
Rm62,35,
Rm62,6,
Rm62,179,
Rm62,29,
Rm62,158,
Rm62,48,
Rm62,114,
Rm62,145,
Rm62,224,
Rm62,40,
Rm62,65,
Rm62,45,
Antp,26,
Antp,18,
Antp,123,
Antp,57,
Antp,10,
CG10280,7,
CG10283,80,
CG10283,232,
CG10289,27,
CG10289,194,
CG10289,122,
CG10289,83,
CG10289,22,
how,1,
how,36,
how,55,
how,23,
how,12,
how,12,
Pak,110,
Pak,23,
Pak,36,
Pak,16,
CG10298,14,
CG10300,249,
CG10300,57,
bsf,41,
RpS26,28,
RpS26,58,
RpS26,18,
RpS26,118,
RpS26,30,
RpS26,20,
RpS26,103,
RpS26,7,
RpS26,46,
RpS26,24,
RpS26,7,
RpS26,8,
RpS26,155,
RpS26,12,
RpS26,6,
RpS26,11,
RpS26,2,
RpS26,18,
RpS26,1,
RpS26,13,
RpS26,133,
RpS26,18,
RpS26,13,
RpS26,102,
RpS26,59,
RpS26,16,
RpS26,52,
RpS26,4,
RpS26,4,
RpS26,64,
RpS26,7,
CG10306,2,
CG10306,1,
CG10306,14,
CycJ,5,
NC2alpha,21,
NC2alpha,4,
NC2alpha,3,
NC2alpha,1,
NC2alpha,3,
NC2alpha,1,
NC2alpha,3,
NC2alpha,1,
NC2alpha,8,
NC2alpha,3,
NC2alpha,3,
NC2alpha,1,
NC2alpha,23,
NC2alpha,19,
NC2alpha,1,
NC2alpha,1,
NC2alpha,24,
CG10321,6,
CG10324,10,
CG10324,27,
abd-A,3,
CG10326,16,
CG10326,1,
CG10326,13,
TBPH,11,
TBPH,9,
TBPH,32,
TBPH,40,
TBPH,32,
TBPH,1,
TBPH,2,
TBPH,18,
TBPH,19,
TBPH,91,
TBPH,27,
TBPH,29,
TBPH,35,
TBPH,2,
TBPH,42,
TBPH,12,
TBPH,16,
TBPH,5,
TBPH,3,
TBPH,8,
TBPH,1,
TBPH,1,
TBPH,2,
TBPH,1,
TBPH,1,
TBPH,1,
TBPH,1,
TBPH,27,
TBPH,16,
TBPH,6,
TBPH,27,
TBPH,4,
TBPH,9,
TBPH,23,
TBPH,41,
TBPH,71,
TBPH,49,
TBPH,57,
TBPH,35,
TBPH,27,
TBPH,23,
TBPH,5,
TBPH,49,
TBPH,46,
TBPH,90,
TBPH,12,
TBPH,63,
TBPH,35,
TBPH,49,
TBPH,196,
TBPH,29,
TBPH,23,
TBPH,26,
TBPH,30,
TBPH,82,
TBPH,22,
TBPH,390,
nonA-l,53,
Pbgs,10,
bcd,67,
bcd,8,
bcd,84,
bcd,24,
bcd,6,
bcd,13,
bcd,6,
bcd,6,
bcd,212,
bcd,15,
bcd,5,
bcd,22,
bcd,9,
bcd,44,
bcd,2,
bcd,17,
bcd,6,
CG10340,9,
CG10340,27,
CG10341,2,
CG10341,1,
CG10344,9,
Grip71,9,
Grip71,2,
Grip71,1,
Grip71,35,
Grip71,109,
Grip71,1,
Grip71,49,
CG10348,28,
CG10348,62,
CG10348,75,
CG10353,37,
CG10353,27,
CG10353,41,
CG10353,10,
Rat1,29,
Rat1,7,
CG10357,50,
ref(2)P,2,
ref(2)P,2,
ref(2)P,3,
Tep4,77,
Tep4,19,
Tep4,13,
msb1l,2,
msb1l,1,
msb1l,209,
msb1l,1,
msb1l,1,
msb1l,76,
msb1l,110,
msb1l,16,
msb1l,28,
msb1l,86,
msb1l,3,
msb1l,1,
msb1l,30,
msb1l,65,
msb1l,45,
msb1l,10,
CG10365,66,
CG10365,1,
CG10365,1,
CG10365,27,
CG10365,3,
Plip,8,
Plip,2,
Faf,2,
Jwa,20,
Jwa,2,
Jwa,28,
Jwa,22,
Jwa,50,
Jwa,10,
CG10375,32,
CG10376,1,
Hrb27C,12,
Hrb27C,27,
Hrb27C,1,
Hrb27C,2,
Hrb27C,1,
Hrb27C,18,
Hrb27C,19,
Hrb27C,2,
Hrb27C,5,
Hrb27C,1,
mbc,6,
msl-1,17,
tos,8,
tos,1,
tos,3,
tos,3,
tos,5,
tos,16,
tos,4,
tos,1,
tos,54,
tos,11,
tos,42,
tos,46,
tos,92,
tos,22,
tos,13,
tos,53,
tos,28,
tos,32,
tos,45,
tos,75,
tos,38,
tos,50,
tos,32,
tos,91,
tos,50,
tos,50,
tos,104,
tos,85,
tos,39,
Ubx,52,
Ubx,18,
Ubx,33,
Ubx,20,
Ubx,16,
Ubx,109,
Ubx,17,
sxc,52,
sxc,23,
sxc,44,
sxc,37,
sxc,26,
sxc,75,
sxc,26,
sxc,94,
sxc,51,
sxc,27,
sxc,42,
sxc,1,
sxc,69,
sxc,5,
sxc,9,
sxc,13,
CG10395,2,
CG10395,15,
CG10395,34,
CG10395,3,
CG10395,13,
CG10395,35,
CG10395,29,
CG10395,23,
CG10395,46,
CG10395,28,
CG10395,28,
CG10395,25,
CG10395,28,
CG10395,10,
CG10395,5,
CG10395,2,
CG10395,99,
CG10395,20,
CG10405,30,
mRpS33,78,
CG10407,201,
CG1041,18,
CG1041,109,
CG1041,2,
CG1041,38,
CG1041,40,
CG10413,3,
Atac2,63,
TfIIEalpha,47,
CG10417,21,
CG10418,14,
Gem2,22,
RpS27,9,
RpS27,23,
RpS27,6,
RpS27,21,
RpS27,61,
RpS27,18,
RpS27,29,
RpS27,23,
RpS27,73,
RpS27,1,
RpS27,26,
RpS27,26,
RpS27,86,
RpS27,4,
CG10426,30,
CG10433,13,
CG10435,4,
CG10435,39,
Obp69a,18,
CG10440,5,
CG10440,28,
Catsup,24,
Catsup,17,
zen,41,
zen,11,
zen,79,
zen,31,
zen,68,
zen,29,
zen,12,
zen,14,
zen,40,
zen,31,
cer,68,
CG10462,8,
CG10462,30,
CG10462,87,
CG10462,9,
CG10462,7,
CG10463,1,
CG10470,121,
CG10470,11,
