FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0003256	FBgn0003997	"FBrf0105197, FBrf0103030, FBrf0105264, FBrf0144794"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105197.html, http://flybase.net/reports/FBrf0103030.html, http://flybase.net/reports/FBrf0105264.html, http://flybase.net/reports/FBrf0144794.html"	rl	hid	gg	
FBgn0264695	FBgn0283471	"FBrf0108222, FBrf0054415, FBrf0174929, FBrf0174798, FBrf0158994, FBrf0048188"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0108222.html, http://flybase.net/reports/FBrf0054415.html, http://flybase.net/reports/FBrf0174929.html, http://flybase.net/reports/FBrf0174798.html, http://flybase.net/reports/FBrf0158994.html, http://flybase.net/reports/FBrf0048188.html"	Mhc	wupA	gg	
FBgn0003396	FBgn0025009	FBrf0102634	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102634.html	shn	E(tkv)D1	gg	
FBgn0010269	FBgn0014889	FBrf0073777	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0073777.html	Dsor1	Su(phl)9	gg	
FBgn0001965	FBgn0263933	FBrf0108171	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108171.html	Sos	ebi	gg	
FBgn0010333	FBgn0031968	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Rac1	CG7231	gg	
FBgn0000524	FBgn0038325	FBrf0145130	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145130.html	dx	Atg4b	gg	
FBgn0020440	FBgn0032821	FBrf0193558	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193558.html	Fak	CdGAPr	gg	
FBgn0014020	FBgn0265434	"FBrf0102325, FBrf0144821, FBrf0128483, FBrf0167640, FBrf0167639"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0102325.html, http://flybase.net/reports/FBrf0144821.html, http://flybase.net/reports/FBrf0128483.html, http://flybase.net/reports/FBrf0167640.html, http://flybase.net/reports/FBrf0167639.html"	Rho1	zip	gg	
FBgn0003053	FBgn0015371	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	chn	gg	
FBgn0000212	FBgn0005386	"FBrf0075082, FBrf0107412"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0075082.html, http://flybase.net/reports/FBrf0107412.html"	brm	ash1	gg	
FBgn0015218	FBgn0017581	"FBrf0183826, FBrf0183823"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0183826.html, http://flybase.net/reports/FBrf0183823.html"	eIF-4E	Lk6	gg	
FBgn0001269	FBgn0005624	FBrf0130036	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130036.html	inv	Psc	gg	
FBgn0004644	FBgn0004860	FBrf0130036	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130036.html	hh	ph-d	gg	
FBgn0023172	FBgn0069445	FBrf0167639	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167639.html	RhoGEF2	E(br)444	gg	
FBgn0000154	FBgn0263755	FBrf0068582	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0068582.html	B	Su(var)3-9	gg	
FBgn0004177	FBgn0027492	FBrf0151263	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151263.html	mts	wdb	gg	
FBgn0002945	FBgn0003391	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	nkd	shg	gg	
FBgn0003041	FBgn0005672	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	spi	gg	
FBgn0003996	FBgn0082376	FBrf0174449	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174449.html	w	E(GMR-wIR)A28	gg	
FBgn0004106	FBgn0011573	FBrf0072892	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0072892.html	Cdk1	Cdc37	gg	
FBgn0015402	FBgn0043580	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr	MESK3	gg	
FBgn0004618	FBgn0016630	FBrf0087580	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087580.html	gl	E(gl)2F	gg	
FBgn0010313	FBgn0260789	FBrf0145129	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145129.html	corto	mxc	gg	
FBgn0003041	FBgn0264895	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	RapGAP1	gg	
FBgn0000117	FBgn0010382	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	arm	CycE	gg	
FBgn0004644	FBgn0019947	FBrf0190744	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190744.html	hh	Psn	gg	
FBgn0015239	FBgn0032330	FBrf0193212	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193212.html	Hr78	Samuel	gg	
FBgn0015946	FBgn0031912	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	grim	CG5261	gg	
FBgn0003042	FBgn0003339	"FBrf0048952, FBrf0080053"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0048952.html, http://flybase.net/reports/FBrf0080053.html"	Pc	Scr	gg	
FBgn0003328	FBgn0004456	FBrf0111966	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111966.html	scb	mew	gg	
FBgn0003205	FBgn0034072	FBrf0193906	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193906.html	Ras85D	Dg	gg	
FBgn0026379	FBgn0033885	FBrf0183770	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183770.html	Pten	DJ-1ë±	gg	
FBgn0010333	FBgn0011771	FBrf0127130	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127130.html	Rac1	Hem	gg	
FBgn0003866	FBgn0004859	"FBrf0131292, FBrf0141480"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0131292.html, http://flybase.net/reports/FBrf0141480.html"	tsh	ci	gg	
FBgn0001235	FBgn0003339	FBrf0111139	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111139.html	hth	Scr	gg	
FBgn0003731	FBgn0004859	FBrf0052884	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0052884.html	Egfr	ci	gg	
FBgn0000229	FBgn0011706	FBrf0152246	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152246.html	bsk	rpr	gg	
FBgn0003444	FBgn0083252	"FBrf0188528, FBrf0188527"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0188528.html, http://flybase.net/reports/FBrf0188527.html"	smo	E(smoDN)G	gg	
FBgn0000568	FBgn0001325	"FBrf0129693, FBrf0104417"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0129693.html, http://flybase.net/reports/FBrf0104417.html"	Eip75B	Kr	gg	
FBgn0000212	FBgn0003731	FBrf0187627	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187627.html	brm	Egfr	gg	
FBgn0028789	FBgn0035954	FBrf0160877	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160877.html	Doc1	Doc3	gg	
FBgn0002521	FBgn0020011	FBrf0112149	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0112149.html	pho	Fab-7	gg	
FBgn0004647	FBgn0028582	FBrf0180177	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180177.html	N	lqf	gg	
FBgn0004956	FBgn0036787	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	CG4306	gg	
FBgn0003256	FBgn0043884	FBrf0141508	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141508.html	rl	mask	gg	
FBgn0003731	FBgn0020238	FBrf0108153	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108153.html	Egfr	14-3-3ëµ	gg	
FBgn0003366	FBgn0042641	FBrf0105879	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105879.html	sev	frc	gg	
FBgn0003410	FBgn0014388	FBrf0108521	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108521.html	sina	sty	gg	
FBgn0019804	FBgn0032694	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr::tor	MESR3	gg	
FBgn0005386	FBgn0005624	FBrf0129826	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129826.html	ash1	Psc	gg	
FBgn0021796	FBgn0026317	"FBrf0152245, FBrf0152009"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0152245.html, http://flybase.net/reports/FBrf0152009.html"	Tor	Tsc1	gg	
FBgn0038683	FBgn0039044	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	CG11779	p53	gg	
FBgn0000253	FBgn0001991	FBrf0167631	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167631.html	Cam	Ca-ë±1D	gg	
FBgn0003053	FBgn0004795	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	retn	gg	
FBgn0003512	FBgn0004872	FBrf0167655	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167655.html	Sry-ë«	piwi	gg	
FBgn0000499	FBgn0026181	FBrf0135688	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135688.html	dsh	Rok	gg	
FBgn0010575	FBgn0011715	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	sbb	Snr1	gg	
FBgn0030505	FBgn0032006	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	NFAT	Pvr	gg	
FBgn0003023	FBgn0264270	"FBrf0051358, FBrf0076939"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0051358.html, http://flybase.net/reports/FBrf0076939.html"	otu	Sxl	gg	
FBgn0003117	FBgn0038376	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	Hmt-1	gg	
FBgn0003117	FBgn0015229	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	glec	gg	
FBgn0003392	FBgn0016975	"FBrf0089585, FBrf0135859"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0089585.html, http://flybase.net/reports/FBrf0135859.html"	shi	stnB	gg	
FBgn0003444	FBgn0083301	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)1736	gg	
FBgn0000524	FBgn0259174	FBrf0188485	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188485.html	dx	Nedd4	gg	
FBgn0000097	FBgn0004635	FBrf0078442	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0078442.html	aop	rho	gg	
FBgn0003118	FBgn0004647	FBrf0090844	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090844.html	pnt	N	gg	
FBgn0004647	FBgn0011758	FBrf0104448	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104448.html	N	B-H1	gg	
FBgn0016926	FBgn0016931	FBrf0102310	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102310.html	Pino	smi45E	gg	
FBgn0004009	FBgn0019954	"FBrf0110710, FBrf0127275"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0110710.html, http://flybase.net/reports/FBrf0127275.html"	wg	Nrt::wg	gg	
FBgn0003391	FBgn0024236	FBrf0190307	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190307.html	shg	foi	gg	
FBgn0003444	FBgn0083187	"FBrf0188528, FBrf0188527"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0188528.html, http://flybase.net/reports/FBrf0188527.html"	smo	M(smoDN)K	gg	
FBgn0003117	FBgn0062649	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP417	gg	
FBgn0001169	FBgn0265523	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	Smr	gg	
FBgn0004657	FBgn0021754	FBrf0093664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0093664.html	mys	2R-L	gg	
FBgn0003300	FBgn0027845	FBrf0110190	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0110190.html	run	Bro::Hsap\MYH11	gg	
FBgn0003862	FBgn0266599	FBrf0135926	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135926.html	trx	Hsc70-4	gg	
FBgn0004647	FBgn0051774	FBrf0158849	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158849.html	N	fred	gg	
FBgn0001169	FBgn0041111	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	lilli	gg	
FBgn0000308	FBgn0003205	FBrf0139680	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139680.html	chic	Ras85D	gg	
FBgn0003391	FBgn0041111	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	shg	lilli	gg	
FBgn0003997	FBgn0013469	"FBrf0190751, FBrf0179423"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0190751.html, http://flybase.net/reports/FBrf0179423.html"	hid	klu	gg	
FBgn0003117	FBgn0062650	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP393	gg	
FBgn0003256	FBgn0016641	FBrf0108829	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108829.html	rl	PTP-ER	gg	
FBgn0000427	FBgn0046846	FBrf0141549	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141549.html	1-Dec	dec-1::Dvir\dec-1	gg	
FBgn0038376	FBgn0267825	FBrf0187660	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187660.html	Hmt-1	L	gg	
FBgn0003145	FBgn0010382	FBrf0138373	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138373.html	prd	CycE	gg	
FBgn0004644	FBgn0023518	FBrf0173071	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0173071.html	hh	trr	gg	
FBgn0004644	FBgn0010382	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	hh	CycE	gg	
FBgn0026404	FBgn0033483	"FBrf0151836, FBrf0148977"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0151836.html, http://flybase.net/reports/FBrf0148977.html"	Dronc	egr	gg	
FBgn0024371	FBgn0038390	FBrf0151952	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151952.html	E2f2	Rbf2	gg	
FBgn0001297	FBgn0003731	FBrf0136943	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136943.html	kay	Egfr	gg	
FBgn0004170	FBgn0004635	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	sc	rho	gg	
FBgn0000463	FBgn0004837	"FBrf0105854, FBrf0151813, FBrf0098362, FBrf0076038"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105854.html, http://flybase.net/reports/FBrf0151813.html, http://flybase.net/reports/FBrf0098362.html, http://flybase.net/reports/FBrf0076038.html"	Dl	Su(H)	gg	
FBgn0000439	FBgn0015928	"FBrf0083173, FBrf0098246"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0083173.html, http://flybase.net/reports/FBrf0098246.html"	Dfd	dfc	gg	
FBgn0000117	FBgn0010934	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	l(3)09291	gg	
FBgn0011826	FBgn0086370	FBrf0194458	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194458.html	Pp2B-14D	sra	gg	
FBgn0003079	FBgn0015000	FBrf0087493	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087493.html	Raf	ë_ggt-I	gg	
FBgn0004569	FBgn0010825	FBrf0190100	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190100.html	aos	Gug	gg	
FBgn0002781	FBgn0260987	FBrf0127028	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127028.html	mod(mdg4)	vtd	gg	
FBgn0004666	FBgn0262656	FBrf0138373	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138373.html	sim	Myc	gg	
FBgn0000212	FBgn0004101	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	brm	bs	gg	
FBgn0010228	FBgn0278608	FBrf0190761	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190761.html	HmgZ	Dsp1	gg	
FBgn0004647	FBgn0063909	FBrf0149095	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149095.html	N	N::Mmus\Notch1	gg	
FBgn0003015	FBgn0020894	FBrf0090859	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090859.html	osk	Su(osk)H1	gg	
FBgn0001137	FBgn0020224	FBrf0187407	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187407.html	grk	Cbl	gg	
FBgn0001084	FBgn0264272	FBrf0147064	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147064.html	fy	mwh	gg	
FBgn0000273	FBgn0083083	FBrf0048224	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0048224.html	Pka-C1	l(2)49Fn	gg	
FBgn0003557	FBgn0259174	FBrf0183818	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183818.html	Su(dx)	Nedd4	gg	
FBgn0010382	FBgn0022382	FBrf0152035	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152035.html	CycE	Pka-R2	gg	
FBgn0086286	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	GS1027	Nsf2	gg	
FBgn0001169	FBgn0013718	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	nuf	gg	
FBgn0001942	FBgn0011763	FBrf0108515	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108515.html	eIF-4a	Dp	gg	
FBgn0003567	FBgn0003996	FBrf0132057	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132057.html	su(Hw)	w	gg	
FBgn0001084	FBgn0086698	FBrf0187636	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187636.html	fy	frtz	gg	
FBgn0003044	FBgn0003415	FBrf0066905	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0066905.html	Pcl	skd	gg	
FBgn0003638	FBgn0016927	FBrf0167944	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167944.html	su(w<up>a</up>)	smi26D	gg	
FBgn0004647	FBgn0010433	FBrf0108246	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108246.html	N	ato	gg	
FBgn0011715	FBgn0266557	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	Snr1	kis	gg	
FBgn0002044	FBgn0002051	FBrf0059083	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0059083.html	swm	l(2)37Fd	gg	
FBgn0010333	FBgn0243512	FBrf0144880	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0144880.html	Rac1	puc	gg	
FBgn0001226	FBgn0005638	FBrf0101995	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0101995.html	Hsp27	slbo	gg	
FBgn0005592	FBgn0062692	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	btl	EP1340	gg	
FBgn0004644	FBgn0004956	FBrf0167623	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167623.html	hh	upd1	gg	
FBgn0003256	FBgn0015922	FBrf0127348	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127348.html	rl	cln	gg	
FBgn0000114	FBgn0000463	FBrf0180283	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180283.html	aret	Dl	gg	
FBgn0000394	FBgn0003865	FBrf0183951	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183951.html	cv	tsg	gg	
FBgn0003449	FBgn0014366	FBrf0122991	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0122991.html	snf	noi	gg	
FBgn0002783	FBgn0011763	FBrf0111491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111491.html	mor	Dp	gg	
FBgn0000256	FBgn0003731	FBrf0049805	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0049805.html	capu	Egfr	gg	
FBgn0003285	FBgn0044034	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	Mod(rst)E188	gg	
FBgn0000524	FBgn0021874	FBrf0105918	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105918.html	dx	Nle	gg	
FBgn0003444	FBgn0083275	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)2577	gg	
FBgn0001965	FBgn0014020	FBrf0155484	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155484.html	Sos	Rho1	gg	
FBgn0003319	FBgn0069440	FBrf0167640	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167640.html	Sb	E(zip)31-6	gg	
FBgn0001320	FBgn0005592	FBrf0187390	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187390.html	kni	btl	gg	
FBgn0000577	FBgn0001269	"FBrf0084427, FBrf0134749, FBrf0093362, FBrf0093249"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0084427.html, http://flybase.net/reports/FBrf0134749.html, http://flybase.net/reports/FBrf0093362.html, http://flybase.net/reports/FBrf0093249.html"	en	inv	gg	
FBgn0003270	FBgn0010433	"FBrf0126761, FBrf0144903"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0126761.html, http://flybase.net/reports/FBrf0144903.html"	amos	ato	gg	
FBgn0027053	FBgn0041171	FBrf0158863	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158863.html	CSN5	ago	gg	
FBgn0003733	FBgn0014069	FBrf0058535	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0058535.html	tor	Su(tor)3-8	gg	
FBgn0003326	FBgn0011817	FBrf0155677	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155677.html	sca	nmo	gg	
FBgn0002948	FBgn0087040	FBrf0123129	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123129.html	nod	ë±Tub67C	gg	
FBgn0004956	FBgn0016131	"FBrf0155684, FBrf0190752"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0155684.html, http://flybase.net/reports/FBrf0190752.html"	upd1	Cdk4	gg	
FBgn0260632	FBgn0261675	FBrf0154726	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0154726.html	dl	Npc1b	gg	
FBgn0003079	FBgn0265778	FBrf0152217	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152217.html	Raf	PDZ-GEF	gg	
FBgn0000017	FBgn0004647	"FBrf0102318, FBrf0159717"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0102318.html, http://flybase.net/reports/FBrf0159717.html"	Abl	N	gg	
FBgn0004635	FBgn0010228	FBrf0190761	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190761.html	rho	HmgZ	gg	
FBgn0000206	FBgn0003366	"FBrf0057336, FBrf0073598, FBrf0053370, FBrf0057637"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0057336.html, http://flybase.net/reports/FBrf0073598.html, http://flybase.net/reports/FBrf0053370.html, http://flybase.net/reports/FBrf0057637.html"	boss	sev	gg	
FBgn0005592	FBgn0264089	FBrf0148962	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0148962.html	btl	sli	gg	
FBgn0001139	FBgn0001169	"FBrf0149093, FBrf0151327, FBrf0099460"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0149093.html, http://flybase.net/reports/FBrf0151327.html, http://flybase.net/reports/FBrf0099460.html"	gro	H	gg	
FBgn0003731	FBgn0004638	FBrf0190765	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190765.html	Egfr	drk	gg	
FBgn0020412	FBgn0263755	FBrf0190333	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190333.html	JIL-1	Su(var)3-9	gg	
FBgn0003392	FBgn0266599	FBrf0152117	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152117.html	shi	Hsc70-4	gg	
FBgn0000463	FBgn0015946	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	Dl	grim	gg	
FBgn0004618	FBgn0004644	FBrf0087580	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087580.html	gl	hh	gg	
FBgn0003990	FBgn0004635	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	vs	rho	gg	
FBgn0003079	FBgn0003205	"FBrf0087493, FBrf0129944, FBrf0074056, FBrf0131405, FBrf0100097"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0087493.html, http://flybase.net/reports/FBrf0129944.html, http://flybase.net/reports/FBrf0074056.html, http://flybase.net/reports/FBrf0131405.html, http://flybase.net/reports/FBrf0100097.html"	Raf	Ras85D	gg	
FBgn0000463	FBgn0028582	FBrf0180177	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180177.html	Dl	lqf	gg	
FBgn0003862	FBgn0082166	FBrf0167457	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167457.html	trx	ph-PRE	gg	
FBgn0004647	FBgn0019683	FBrf0090844	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090844.html	N	mng	gg	
FBgn0003744	FBgn0016081	FBrf0184141	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0184141.html	trc	fry	gg	
FBgn0003079	FBgn0014888	FBrf0073777	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0073777.html	Raf	Su(phl)7	gg	
FBgn0003267	FBgn0010433	"FBrf0131272, FBrf0127389"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0131272.html, http://flybase.net/reports/FBrf0127389.html"	ro	ato	gg	
FBgn0001168	FBgn0262614	FBrf0052925	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0052925.html	h	pyd	gg	
FBgn0011826	FBgn0063643	FBrf0149012	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149012.html	Pp2B-14D	CE3-3	gg	
FBgn0010909	FBgn0019804	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	msn	ksr::tor	gg	
FBgn0000575	FBgn0004647	"FBrf0055045, FBrf0126999"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0055045.html, http://flybase.net/reports/FBrf0126999.html"	emc	N	gg	
FBgn0002284	FBgn0028582	FBrf0127031	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127031.html	Prosë_6	lqf	gg	
FBgn0010602	FBgn0043362	FBrf0201586	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201586.html	lwr	bchs	gg	
FBgn0003285	FBgn0044000	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	Su(rst)C40	gg	
FBgn0003391	FBgn0040075	FBrf0132031	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132031.html	shg	rept	gg	
FBgn0003118	FBgn0004569	FBrf0167499	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167499.html	pnt	aos	gg	
FBgn0003210	FBgn0003996	"FBrf0147069, FBrf0063301, FBrf0012683"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0147069.html, http://flybase.net/reports/FBrf0063301.html, http://flybase.net/reports/FBrf0012683.html"	rb	w	gg	
FBgn0004378	FBgn0004613	FBrf0128471	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128471.html	Klp61F	Walker	gg	
