FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0001624	FBgn0259685	FBrf0155997	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155997.html	dlg1	crb	gg	
FBgn0003326	FBgn0003731	FBrf0135707	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135707.html	sca	Egfr	gg	
FBgn0040318	FBgn0041156	FBrf0180162	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180162.html	HGTX	exex	gg	
FBgn0000198	FBgn0004456	FBrf0104793	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104793.html	blo	mew	gg	
FBgn0003285	FBgn0026313	FBrf0190176	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190176.html	rst	X11L	gg	
FBgn0004647	FBgn0039234	"FBrf0141674, FBrf0141470"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0141674.html, http://flybase.net/reports/FBrf0141470.html"	N	nct	gg	
FBgn0000117	FBgn0029177	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	EP1421	gg	
FBgn0003583	FBgn0016976	"FBrf0058577, FBrf0046806"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0058577.html, http://flybase.net/reports/FBrf0046806.html"	Su(stn)	stnA	gg	
FBgn0004859	FBgn0043565	FBrf0131307	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131307.html	ci	Su(hh)II	gg	
FBgn0003041	FBgn0052676	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	CG32676	gg	
FBgn0260499	FBgn0263220	FBrf0130151	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130151.html	qvr	Hk	gg	
FBgn0003079	FBgn0011758	FBrf0104448	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104448.html	Raf	B-H1	gg	
FBgn0000179	FBgn0024846	FBrf0106118	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106118.html	bi	p38b	gg	
FBgn0002431	FBgn0004644	FBrf0151945	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151945.html	hyd	hh	gg	
FBgn0003870	FBgn0041111	FBrf0134581	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134581.html	ttk	lilli	gg	
FBgn0039055	FBgn0053193	FBrf0202548	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0202548.html	Rassf	sav	gg	
FBgn0003041	FBgn0031644	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	CG15625	gg	
FBgn0015247	FBgn0033659	FBrf0136983	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136983.html	Diap2	Damm	gg	
FBgn0001942	FBgn0026379	FBrf0127089	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127089.html	eIF-4a	Pten	gg	
FBgn0002673	FBgn0003302	"FBrf0073190, FBrf0074608"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0073190.html, http://flybase.net/reports/FBrf0074608.html"	twe	rux	gg	
FBgn0026597	FBgn0085432	FBrf0135725	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135725.html	Axn	pan	gg	
FBgn0001259	FBgn0015838	FBrf0147064	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147064.html	in	Vang	gg	
FBgn0001085	FBgn0004569	FBrf0162001	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0162001.html	fz	aos	gg	
FBgn0011763	FBgn0028630	FBrf0111491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111491.html	Dp	ksh-17	gg	
FBgn0004657	FBgn0026375	FBrf0139610	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139610.html	mys	RhoGAPp190	gg	
FBgn0004837	FBgn0024483	FBrf0101510	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0101510.html	Su(H)	Cir	gg	
FBgn0010341	FBgn0031968	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Cdc42	CG7231	gg	
FBgn0003731	FBgn0035143	FBrf0194379	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194379.html	Egfr	Ppm1	gg	
FBgn0015402	FBgn0027932	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr	Akap200	gg	
FBgn0003189	FBgn0004635	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	r	rho	gg	
FBgn0015402	FBgn0016702	FBrf0086035	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086035.html	ksr	Ras85D::Src64B	gg	
FBgn0003015	FBgn0260934	FBrf0149128	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149128.html	osk	par-1	gg	
FBgn0003862	FBgn0020306	FBrf0134570	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134570.html	trx	dom	gg	
FBgn0028427	FBgn0264089	FBrf0190142	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190142.html	Ilk	sli	gg	
FBgn0003205	FBgn0041111	"FBrf0134581, FBrf0086382, FBrf0125429"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0134581.html, http://flybase.net/reports/FBrf0086382.html, http://flybase.net/reports/FBrf0125429.html"	Ras85D	lilli	gg	
FBgn0000405	FBgn0001120	FBrf0138402	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138402.html	CycB	gnu	gg	
FBgn0003997	FBgn0010303	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	hid	hep	gg	
FBgn0003651	FBgn0003720	FBrf0149096	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149096.html	svp	tll	gg	
FBgn0002781	FBgn0023153	FBrf0099893	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099893.html	mod(mdg4)	Su(mg)2-6	gg	
FBgn0004636	FBgn0005632	"FBrf0098784, FBrf0099363"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0098784.html, http://flybase.net/reports/FBrf0099363.html"	Rap1	faf	gg	
FBgn0000097	FBgn0000320	FBrf0125429	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125429.html	aop	eya	gg	
FBgn0001297	FBgn0039338	FBrf0194564	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194564.html	kay	XNP	gg	
FBgn0001168	FBgn0010433	FBrf0127389	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127389.html	h	ato	gg	
FBgn0002284	FBgn0023174	"FBrf0152383, FBrf0111484, FBrf0107282, FBrf0194466"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0152383.html, http://flybase.net/reports/FBrf0111484.html, http://flybase.net/reports/FBrf0107282.html, http://flybase.net/reports/FBrf0194466.html"	Prosë_6	Prosë_2	gg	
FBgn0000591	FBgn0002573	FBrf0129996	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129996.html	E(spl)m8-HLH	sens	gg	
FBgn0003117	FBgn0003396	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	shn	gg	
FBgn0003118	FBgn0020237	FBrf0090431	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090431.html	pnt		gg	
FBgn0001139	FBgn0023222	FBrf0099460	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099460.html	gro	E(Egfr)C22	gg	
FBgn0250788	FBgn0264089	"FBrf0191925, FBrf0194635"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0191925.html, http://flybase.net/reports/FBrf0194635.html"	ë_-Spec	sli	gg	
FBgn0003944	FBgn0024807	FBrf0178911	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0178911.html	Ubx	DIP1	gg	
FBgn0004198	FBgn0039227	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	ct	polybromo	gg	
FBgn0003117	FBgn0027932	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	Akap200	gg	
FBgn0004647	FBgn0015371	FBrf0183920	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183920.html	N	chn	gg	
FBgn0000463	FBgn0262614	FBrf0089614	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0089614.html	Dl	pyd	gg	
FBgn0000212	FBgn0260642	"FBrf0048952, FBrf0055569, FBrf0066905, FBrf0107412"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0048952.html, http://flybase.net/reports/FBrf0055569.html, http://flybase.net/reports/FBrf0066905.html, http://flybase.net/reports/FBrf0107412.html"	brm	Antp	gg	
FBgn0000536	FBgn0263995	FBrf0188512	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188512.html	eas	cpo	gg	
FBgn0032006	FBgn0043460	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Pvr	EP1408	gg	
FBgn0003042	FBgn0261403	FBrf0079925	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0079925.html	Pc	sxc	gg	
FBgn0014179	FBgn0019809	FBrf0138381	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138381.html	gcm	gcm2	gg	
FBgn0000047	FBgn0005633	FBrf0132372	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132372.html	Act88F	fln	gg	
FBgn0010379	FBgn0026379	"FBrf0127089, FBrf0160726, FBrf0151483, FBrf0167741"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0127089.html, http://flybase.net/reports/FBrf0160726.html, http://flybase.net/reports/FBrf0151483.html, http://flybase.net/reports/FBrf0167741.html"	Akt1	Pten	gg	
FBgn0003330	FBgn0261823	FBrf0079925	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0079925.html	Sce	Asx	gg	
FBgn0002573	FBgn0003731	FBrf0167533	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167533.html	sens	Egfr	gg	
FBgn0001297	FBgn0032006	FBrf0201428	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201428.html	kay	Pvr	gg	
FBgn0003731	FBgn0262370	FBrf0189914	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0189914.html	Egfr	mir-7	gg	
FBgn0000463	FBgn0002622	"FBrf0001812, FBrf0041355"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0001812.html, http://flybase.net/reports/FBrf0041355.html"	Dl	RpS3	gg	
FBgn0000257	FBgn0001087	FBrf0020044	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0020044.html	car	g	gg	
FBgn0000352	FBgn0022382	"FBrf0046012, FBrf0179171"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0046012.html, http://flybase.net/reports/FBrf0179171.html"	cos	Pka-R2	gg	
FBgn0015919	FBgn0263930	FBrf0136852	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136852.html	caup	dally	gg	
FBgn0001087	FBgn0002567	FBrf0042242	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0042242.html	g	Rab32	gg	
FBgn0003117	FBgn0024553	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	l(3)L4092	gg	
FBgn0000499	FBgn0004583	FBrf0127012	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127012.html	dsh	ex	gg	
FBgn0000463	FBgn0002590	FBrf0001812	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0001812.html	Dl	RpS5a	gg	
FBgn0003277	FBgn0011604	FBrf0187627	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187627.html	RpII215	Iswi	gg	
FBgn0004907	FBgn0005632	"FBrf0099843, FBrf0099365"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0099843.html, http://flybase.net/reports/FBrf0099365.html"	14-3-3ë¦	faf	gg	
FBgn0003410	FBgn0013937	FBrf0077257	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0077257.html	sina	E(sina)1	gg	
FBgn0014135	FBgn0014400	FBrf0101726	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0101726.html	bnl	trimmed	gg	
FBgn0003716	FBgn0003944	"FBrf0194425, FBrf0195181"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0194425.html, http://flybase.net/reports/FBrf0195181.html"	tkv	Ubx	gg	
FBgn0004956	FBgn0011481	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	Ssdp	gg	
FBgn0003028	FBgn0264270	FBrf0105902	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105902.html	ovo	Sxl	gg	
FBgn0003513	FBgn0039286	FBrf0155697	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155697.html	ss	dan	gg	
FBgn0026181	FBgn0265434	"FBrf0167640, FBrf0144821"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0167640.html, http://flybase.net/reports/FBrf0144821.html"	Rok	zip	gg	
FBgn0013733	FBgn0250753	FBrf0201378	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201378.html	shot	kra	gg	
FBgn0015286	FBgn0028582	FBrf0200036	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0200036.html	Rala	lqf	gg	
FBgn0032157	FBgn0034240	FBrf0188513	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188513.html	Etl1	MESR4	gg	
FBgn0001324	FBgn0010382	FBrf0151282	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151282.html	kto	CycE	gg	
FBgn0261617	FBgn0283450	FBrf0190701	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190701.html	nej	Glo1	gg	
FBgn0003716	FBgn0003731	FBrf0052884	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0052884.html	tkv	Egfr	gg	
FBgn0000463	FBgn0267821	FBrf0068461	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0068461.html	Dl	da	gg	
FBgn0003285	FBgn0044035	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	Mod(rst)D264	gg	
FBgn0001078	FBgn0044349	FBrf0134590	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134590.html	ftz-f1	ftz-f1::Hsap\NR5A1	gg	
FBgn0001235	FBgn0010382	FBrf0151282	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151282.html	hth	CycE	gg	
FBgn0003366	FBgn0026221	FBrf0105879	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105879.html	sev	l(3)04704a	gg	
FBgn0026228	FBgn0283471	FBrf0107122	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107122.html	l(1)16Fm	wupA	gg	
FBgn0003444	FBgn0083269	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)390	gg	
FBgn0003751	FBgn0014388	FBrf0107641	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107641.html	trk	sty	gg	
FBgn0000520	FBgn0015602	FBrf0158943	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158943.html	dwg	BEAF-32	gg	
FBgn0004009	FBgn0010453	FBrf0135994	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135994.html	wg	Wnt4	gg	
FBgn0002618	FBgn0003339	FBrf0110811	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0110811.html	M(3)80	Scr	gg	
FBgn0003480	FBgn0004367	"FBrf0158989, FBrf0111879"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0158989.html, http://flybase.net/reports/FBrf0111879.html"	spn-B	mei-41	gg	
FBgn0004456	FBgn0267978	FBrf0134576	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134576.html	mew	ap	gg	
FBgn0000490	FBgn0010303	FBrf0108559	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108559.html	dpp	hep	gg	
FBgn0003256	FBgn0004101	FBrf0102828	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102828.html	rl	bs	gg	
FBgn0014854	FBgn0020299	FBrf0141487	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141487.html	htl::tor	stumps	gg	
FBgn0015946	FBgn0278608	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	grim	Dsp1	gg	
FBgn0001324	FBgn0260642	FBrf0048952	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0048952.html	kto	Antp	gg	
FBgn0019947	FBgn0035247	FBrf0141533	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141533.html	Psn	metl	gg	
FBgn0000097	FBgn0030018	FBrf0193269	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193269.html	aop	slpr	gg	
FBgn0004362	FBgn0032006	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	HmgD	Pvr	gg	
FBgn0002783	FBgn0022238	FBrf0160797	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160797.html	mor	lolal	gg	
FBgn0001291	FBgn0026323	FBrf0135880	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135880.html	Jra	Tak1	gg	
FBgn0003502	FBgn0003733	FBrf0129944	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129944.html	Btk29A	tor	gg	
FBgn0002044	FBgn0002046	FBrf0059083	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0059083.html	swm	l(2)37Dj	gg	
FBgn0000253	FBgn0003041	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	Cam	pbl	gg	
FBgn0000629	FBgn0004849	FBrf0141551	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141551.html	E(z)	Su(var)2-1	gg	
FBgn0003744	FBgn0015286	FBrf0184141	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0184141.html	trc	Rala	gg	
FBgn0025126	FBgn0262955	FBrf0103303	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0103303.html	su(RpII140<up>Z36</up>)S20	RpII140	gg	
FBgn0003513	FBgn0004198	FBrf0200068	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0200068.html	ss	ct	gg	
FBgn0003502	FBgn0264959	"FBrf0187454, FBrf0123214"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0187454.html, http://flybase.net/reports/FBrf0123214.html"	Btk29A	Src42A	gg	
FBgn0014343	FBgn0267825	FBrf0187660	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187660.html	mirr	L	gg	
FBgn0004107	FBgn0010382	"FBrf0127183, FBrf0103367, FBrf0155684"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0127183.html, http://flybase.net/reports/FBrf0103367.html, http://flybase.net/reports/FBrf0155684.html"	Cdk2	CycE	gg	
FBgn0015247	FBgn0026404	FBrf0132365	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132365.html	Diap2	Dronc	gg	
FBgn0002069	FBgn0003449	FBrf0107310	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107310.html	Aats-asp	snf	gg	
FBgn0005771	FBgn0016927	FBrf0167944	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167944.html	noc	smi26D	gg	
FBgn0000635	FBgn0025741	"FBrf0105958, FBrf0125454"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105958.html, http://flybase.net/reports/FBrf0125454.html"	Fas2	PlexA	gg	
FBgn0000405	FBgn0003701	FBrf0183929	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183929.html	CycB	thr	gg	
FBgn0004664	FBgn0005356	FBrf0035267	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0035267.html	ms(3)HO5A	su(msm1)	gg	
FBgn0003975	FBgn0261983	FBrf0081135	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0081135.html	vg	l(2)gd1	gg	
FBgn0003254	FBgn0265434	FBrf0111332	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111332.html	rib	zip	gg	
FBgn0000117	FBgn0004106	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	Cdk1	gg	
FBgn0003053	FBgn0016075	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	vkg	gg	
FBgn0015295	FBgn0029944	FBrf0190273	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190273.html	Shark	Dok	gg	
FBgn0003977	FBgn0005617	FBrf0085215	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0085215.html	vir	msl-1	gg	
FBgn0002121	FBgn0003205	FBrf0168030	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0168030.html	l(2)gl	Ras85D	gg	
FBgn0004198	FBgn0033274	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	ct	CG14757	gg	
FBgn0000463	FBgn0003731	"FBrf0052884, FBrf0055813, FBrf0146966"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0052884.html, http://flybase.net/reports/FBrf0055813.html, http://flybase.net/reports/FBrf0146966.html"	Dl	Egfr	gg	
FBgn0000490	FBgn0004009	"FBrf0084454, FBrf0110096, FBrf0100156"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0084454.html, http://flybase.net/reports/FBrf0110096.html, http://flybase.net/reports/FBrf0100156.html"	dpp	wg	gg	
FBgn0010269	FBgn0011706	FBrf0105264	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105264.html	Dsor1	rpr	gg	
FBgn0000463	FBgn0001085	FBrf0106469	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106469.html	Dl	fz	gg	
FBgn0001085	FBgn0004647	FBrf0106469	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106469.html	fz	N	gg	
FBgn0000319	FBgn0264855	FBrf0111373	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111373.html	Chc	AP-2ë±	gg	
FBgn0005631	FBgn0021760	FBrf0179303	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179303.html	robo1	chb	gg	
FBgn0025121	FBgn0262955	FBrf0103303	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0103303.html	su(RpII140<up>Z36</up>)S7	RpII140	gg	
FBgn0002783	FBgn0011766	FBrf0111491	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111491.html	mor	E2f1	gg	
FBgn0015402	FBgn0021760	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr	chb	gg	
FBgn0000622	FBgn0004034	FBrf0050555	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0050555.html	e(y)6	y	gg	
FBgn0015268	FBgn0027620	FBrf0167612	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167612.html	Nap1	Acf	gg	
FBgn0000241	FBgn0067877	FBrf0162143	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0162143.html	bw	Mod(Prat:bw)3-1	gg	
FBgn0003870	FBgn0020496	"FBrf0130164, FBrf0152198"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0130164.html, http://flybase.net/reports/FBrf0152198.html"	ttk	CtBP	gg	
FBgn0003997	FBgn0260635	"FBrf0147000, FBrf0125418, FBrf0125392, FBrf0149134, FBrf0135877, FBrf0105197, FBrf0085196, FBrf0190751"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0147000.html, http://flybase.net/reports/FBrf0125418.html, http://flybase.net/reports/FBrf0125392.html, http://flybase.net/reports/FBrf0149134.html, http://flybase.net/reports/FBrf0135877.html, http://flybase.net/reports/FBrf0105197.html, http://flybase.net/reports/FBrf0085196.html, http://flybase.net/reports/FBrf0190751.html"	hid	Diap1	gg	
FBgn0003053	FBgn0243512	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	puc	gg	
FBgn0003721	FBgn0046121	FBrf0137253	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0137253.html	Tm1	E(To)4	gg	
FBgn0003079	FBgn0013724	FBrf0105972	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105972.html	Raf	Raf::tor	gg	
FBgn0000482	FBgn0003996	FBrf0147069	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147069.html	dor	w	gg	
FBgn0011706	FBgn0262447	FBrf0158821	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158821.html	rpr	mir-14	gg	
FBgn0027948	FBgn0030268	FBrf0187508	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187508.html	msps	Klp10A	gg	
FBgn0003002	FBgn0019947	FBrf0190744	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190744.html	opa	Psn	gg	
FBgn0004198	FBgn0259785	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	ct	pzg	gg	
FBgn0041111	FBgn0261617	FBrf0190701	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190701.html	lilli	nej	gg	
FBgn0003716	FBgn0004956	FBrf0167623	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167623.html	tkv	upd1	gg	
FBgn0003701	FBgn0266916	FBrf0187592	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187592.html	thr	Cenp-C	gg	
FBgn0010602	FBgn0260632	"FBrf0190102, FBrf0187386"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0190102.html, http://flybase.net/reports/FBrf0187386.html"	lwr	dl	gg	
FBgn0003118	FBgn0015402	FBrf0131405	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131405.html	pnt	ksr	gg	
FBgn0020011	FBgn0261238	FBrf0155962	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155962.html	Fab-7	Alh	gg	
FBgn0001168	FBgn0020496	"FBrf0102176, FBrf0131378"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0102176.html, http://flybase.net/reports/FBrf0131378.html"	h	CtBP	gg	
FBgn0004367	FBgn0045035	"FBrf0180054, FBrf0194855"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0180054.html, http://flybase.net/reports/FBrf0194855.html"	mei-41	tefu	gg	
FBgn0003996	FBgn0005278	FBrf0087538	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087538.html	w	Sam-S	gg	
FBgn0000117	FBgn0000636	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	Fas3	gg	
FBgn0003205	FBgn0041616	FBrf0127348	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127348.html	Ras85D	SM3-6	gg	
FBgn0002783	FBgn0010313	FBrf0145129	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145129.html	mor	corto	gg	
FBgn0000212	FBgn0030093	FBrf0135932	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135932.html	brm	Bap111	gg	
FBgn0004907	FBgn0020238	"FBrf0173208, FBrf0151902, FBrf0093395"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0173208.html, http://flybase.net/reports/FBrf0151902.html, http://flybase.net/reports/FBrf0093395.html"	14-3-3ë¦	14-3-3ëµ	gg	
FBgn0002914	FBgn0004106	"FBrf0144853, FBrf0101930"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0144853.html, http://flybase.net/reports/FBrf0101930.html"	Myb	Cdk1	gg	
FBgn0003975	FBgn0011591	FBrf0193523	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193523.html	vg	fng	gg	
FBgn0011202	FBgn0014020	FBrf0111464	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111464.html	dia	Rho1	gg	
FBgn0003975	FBgn0038325	FBrf0145130	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145130.html	vg	Atg4b	gg	
